pokemon_id,pokemon_name,type,attack,defense,base_hp,pct_catch,pct_flee,fast_moves,charge_moves,img_link,form
121,Starmie,Water Psychic,155,210,184,20%,6%,Water GunHidden Power,Ice BeamPower GemThunderHydro PumpPsychic,https://img.pokemondb.net/sprites/sword-shield/icon/starmie.png,Normal
122,Mr. Mime,Psychic Fairy,120,192,205,30%,9%,Zen HeadbuttConfusion,PsybeamShadow BallPsychic,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime.png,Normal
123,Scyther,Bug Flying,172,218,170,30%,9%,Fury CutterAir Slash,Aerial AceNight SlashX-ScissorFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/scyther.png,Normal
124,Jynx,Ice Psychic,163,223,151,30%,9%,Frost BreathConfusion,PsyshockDraining KissFocus BlastAvalanche,https://img.pokemondb.net/sprites/sword-shield/icon/jynx.png,Normal
125,Electabuzz,Electric ,163,198,158,20%,9%,Thunder ShockLow Kick,Thunder PunchThunderThunderboltFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png,Normal
126,Magmar,Fire ,163,206,154,20%,9%,Karate ChopEmber,FlamethrowerFire BlastFire PunchFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png,Normal
127,Pinsir,Bug ,163,238,182,30%,9%,Fury CutterBug BiteRock Smash,Vise GripX-ScissorClose CombatSuperpower,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png,Normal
128,Tauros,Normal ,181,198,183,30%,9%,TackleZen Headbutt,EarthquakeIron HeadHorn Attack,https://img.pokemondb.net/sprites/sword-shield/icon/tauros.png,Normal
129,Magikarp,Water ,85,29,85,70%,15%,Splash,StruggleFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png,Normal
130,Gyarados,Water Flying,216,237,186,10%,7%,BiteDragon BreathWaterfall,TwisterHydro PumpOutrageCrunchFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/gyarados.png,Normal
131,Lapras,Water Ice,277,165,174,5%,9%,Frost BreathWater Gun,BlizzardHydro PumpSurfSkull BashFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/lapras.png,Normal
132,Ditto,Normal ,134,91,91,20%,10%,Transform,Struggle,https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png,Normal
133,Eevee,Normal ,146,104,114,40%,10%,Quick AttackTackle,DigSwiftLast Resort (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png,Normal
134,Vaporeon,Water ,277,205,161,12.5%,6%,Water Gun,Aqua TailWater PulseHydro PumpLast Resort (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png,Normal
135,Jolteon,Electric ,163,232,182,12.5%,6%,Thunder ShockVolt Switch,DischargeThunderThunderboltLast Resort (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png,Normal
136,Flareon,Fire ,163,246,179,12.5%,6%,EmberFire Spin,FlamethrowerFire BlastOverheatLast Resort (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png,Normal
137,Porygon,Normal ,163,153,136,40%,9%,Charge BeamHidden Power,Hyper BeamSolar BeamZap CannonFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png,Normal
138,Omanyte,Rock Water,111,155,153,40%,9%,Mud ShotWater Gun,Bubble BeamAncient PowerRock Blast,https://img.pokemondb.net/sprites/sword-shield/icon/omanyte.png,Normal
139,Omastar,Rock Water,172,207,201,15%,5%,Mud ShotWater Gun,Ancient PowerHydro PumpRock Blast,https://img.pokemondb.net/sprites/sword-shield/icon/omastar.png,Normal
140,Kabuto,Rock Water,102,148,140,40%,9%,Mud ShotScratch,Aqua JetAncient PowerRock Tomb,https://img.pokemondb.net/sprites/sword-shield/icon/kabuto.png,Normal
141,Kabutops,Rock Water,155,220,186,15%,5%,Mud ShotRock SmashWaterfall,Stone EdgeAncient PowerWater Pulse,https://img.pokemondb.net/sprites/sword-shield/icon/kabutops.png,Normal
142,Aerodactyl,Rock Flying,190,221,159,20%,9%,BiteRock ThrowSteel Wing,Hyper BeamAncient PowerRock SlideIron HeadEarth Power,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl.png,Normal
143,Snorlax,Normal ,330,190,169,5%,9%,LickZen Headbutt,Hyper BeamEarthquakeBody SlamHeavy SlamOutrageSkull BashSuperpowerFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/snorlax.png,Normal
144,Articuno,Ice Flying,207,192,236,3%,10%,Ice ShardFrost Breath,Ice BeamBlizzardAncient PowerIcy WindFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/articuno.png,Normal
145,Zapdos,Electric Flying,207,253,185,3%,10%,Charge Beam,Drill PeckAncient PowerThunderThunderboltZap CannonFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/zapdos.png,Normal
146,Moltres,Fire Flying,207,251,181,3%,10%,Wing AttackFire Spin,Heat WaveAncient PowerFire BlastOverheatFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/moltres.png,Normal
147,Dratini,Dragon ,121,119,91,40%,9%,Dragon BreathIron Tail,WrapAqua TailTwisterFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/dratini.png,Normal
148,Dragonair,Dragon ,156,163,135,10%,6%,Dragon BreathIron Tail,WrapAqua TailDragon PulseFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/dragonair.png,Normal
149,Dragonite,Dragon Flying,209,263,198,5%,5%,Dragon BreathSteel WingDragon Tail,Hyper BeamDragon ClawHurricaneOutrageDraco Meteor (Community Day)Frustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/dragonite.png,Normal
150,Mewtwo,Psychic ,214,300,182,6%,10%,Psycho CutConfusion,FlamethrowerIce BeamThunderboltPsychicFocus Blast,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo.png,Normal
150,Mewtwo Armored Mewtwo,Psychic ,214,182,278,6%,0%,ConfusionIron Tail,EarthquakeRock SlideDynamic PunchFuture Sight,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-armored.png,Armored
151,Mew,Psychic ,225,210,210,100%,0%,Shadow ClawFrost BreathPoundCutPoison JabSteel WingRock SmashCharge BeamVolt SwitchDragon TailInfestationStruggle BugSnarlWaterfall,Hyper BeamDark PulseStone EdgeFlash CannonIce BeamBlizzardLow SweepPsyshockAncient PowerRock SlideThunderThunderboltDragon ClawDazzling GleamBulldozeFlame ChargePsychicSolar BeamFocus BlastWild ChargeGyro BallOverheatGrass KnotEnergy BallSurf,https://img.pokemondb.net/sprites/sword-shield/icon/mew.png,Normal
152,Chikorita,Grass ,128,92,122,20%,10%,Vine WhipTackle,Body SlamGrass KnotEnergy Ball,https://img.pokemondb.net/sprites/sword-shield/icon/chikorita.png,Normal
153,Bayleef,Grass ,155,122,155,12.5%,7%,Razor LeafTackle,Ancient PowerGrass KnotEnergy Ball,https://img.pokemondb.net/sprites/sword-shield/icon/bayleef.png,Normal
154,Meganium,Grass ,190,168,202,5%,5%,Vine WhipRazor Leaf,EarthquakePetal BlizzardSolar BeamFrenzy Plant (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/meganium.png,Normal
155,Cyndaquil,Fire ,118,116,93,20%,10%,EmberTackle,FlamethrowerFlame ChargeSwift,https://img.pokemondb.net/sprites/sword-shield/icon/cyndaquil.png,Normal
156,Quilava,Fire ,151,158,126,12.5%,7%,EmberTackle,FlamethrowerDigFlame Charge,https://img.pokemondb.net/sprites/sword-shield/icon/quilava.png,Normal
157,Typhlosion,Fire ,186,223,173,5%,5%,EmberShadow Claw,Fire BlastSolar BeamOverheatBlast Burn (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/typhlosion.png,Normal
158,Totodile,Water ,137,117,109,20%,10%,ScratchWater Gun,Aqua JetWater PulseCrunch,https://img.pokemondb.net/sprites/sword-shield/icon/totodile.png,Normal
159,Croconaw,Water ,163,150,142,12.5%,7%,ScratchWater Gun,Ice PunchWater PulseCrunch,https://img.pokemondb.net/sprites/sword-shield/icon/croconaw.png,Normal
160,Feraligatr,Water ,198,205,188,5%,5%,BiteWaterfallIce Fang,Ice BeamHydro PumpCrunchHydro Cannon (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/feraligatr.png,Normal
161,Sentret,Normal ,111,79,73,50%,20%,Quick AttackScratch,DigBrick BreakGrass Knot,https://img.pokemondb.net/sprites/sword-shield/icon/sentret.png,Normal
162,Furret,Normal ,198,148,125,15%,7%,Sucker PunchQuick Attack,Hyper BeamDigBrick Break,https://img.pokemondb.net/sprites/sword-shield/icon/furret.png,Normal
163,Hoothoot,Normal Flying,155,67,88,50%,15%,PeckFeint Attack,Aerial AceSky AttackNight Shade,https://img.pokemondb.net/sprites/sword-shield/icon/hoothoot.png,Normal
164,Noctowl,Normal Flying,225,145,156,15%,7%,Wing AttackExtrasensory,PsychicSky AttackNight Shade,https://img.pokemondb.net/sprites/sword-shield/icon/noctowl.png,Normal
165,Ledyba,Bug Flying,120,72,118,50%,20%,Bug BiteTackle,Aerial AceSwiftSilver Wind,https://img.pokemondb.net/sprites/sword-shield/icon/ledyba.png,Normal
166,Ledian,Bug Flying,146,107,179,15%,7%,Bug BiteStruggle Bug,Aerial AceBug BuzzSilver Wind,https://img.pokemondb.net/sprites/sword-shield/icon/ledian.png,Normal
167,Spinarak,Bug Poison,120,105,73,50%,20%,Bug BitePoison Sting,Night SlashCross PoisonSignal Beam,https://img.pokemondb.net/sprites/sword-shield/icon/spinarak.png,Normal
168,Ariados,Bug Poison,172,161,124,15%,7%,Poison StingInfestation,MegahornShadow SneakCross Poison,https://img.pokemondb.net/sprites/sword-shield/icon/ariados.png,Normal
169,Crobat,Poison Flying,198,194,178,10%,5%,BiteAir Slash,Shadow BallSludge BombAir CutterFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/crobat.png,Normal
170,Chinchou,Water Electric,181,106,97,40%,10%,SparkBubble,Bubble BeamThunderboltWater Pulse,https://img.pokemondb.net/sprites/sword-shield/icon/chinchou.png,Normal
171,Lanturn,Water Electric,268,146,137,15%,7%,SparkWater GunCharge Beam,ThunderThunderboltHydro Pump,https://img.pokemondb.net/sprites/sword-shield/icon/lanturn.png,Normal
172,Pichu,Electric ,85,77,53,—,5%,Thunder Shock,Thunder PunchThunderboltDisarming Voice,https://img.pokemondb.net/sprites/sword-shield/icon/pichu.png,Normal
173,Cleffa,Fairy ,137,75,79,—,5%,PoundZen Headbutt,PsyshockSignal BeamGrass Knot,https://img.pokemondb.net/sprites/sword-shield/icon/cleffa.png,Normal
174,Igglybuff,Normal Fairy,207,69,32,—,5%,PoundFeint Attack,Shadow BallPsychicWild Charge,https://img.pokemondb.net/sprites/sword-shield/icon/igglybuff.png,Normal
175,Togepi,Fairy ,111,67,116,—,5%,PeckHidden Power,PsyshockAncient PowerDazzling Gleam,https://img.pokemondb.net/sprites/sword-shield/icon/togepi.png,Normal
176,Togetic,Fairy Flying,146,139,181,20%,5%,ExtrasensoryHidden Power,Aerial AceAncient PowerDazzling Gleam,https://img.pokemondb.net/sprites/sword-shield/icon/togetic.png,Normal
177,Natu,Psychic Flying,120,134,89,40%,15%,PeckQuick Attack,Drill PeckPsyshockNight Shade,https://img.pokemondb.net/sprites/sword-shield/icon/natu.png,Normal
178,Xatu,Psychic Flying,163,192,146,15%,7%,Feint AttackAir Slash,Aerial AceOminous WindFuture Sight,https://img.pokemondb.net/sprites/sword-shield/icon/xatu.png,Normal
179,Mareep,Electric ,146,114,79,50%,10%,Thunder ShockTackle,DischargeThunderboltBody SlamFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/mareep.png,Normal
180,Flaaffy,Electric ,172,145,109,25%,7%,TackleCharge Beam,DischargePower GemThunderboltFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/flaaffy.png,Normal
181,Ampharos,Electric ,207,211,169,12.5%,5%,Charge BeamVolt Switch,Power GemThunder PunchThunderDragon Pulse (Community Day)Focus BlastZap CannonFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/ampharos.png,Normal
182,Bellossom,Grass ,181,169,186,5%,5%,Razor LeafAcid,Petal BlizzardDazzling GleamLeaf BladeFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/bellossom.png,Normal
183,Marill,Water Fairy,172,37,93,50%,10%,TackleBubble,Bubble BeamAqua TailBody Slam,https://img.pokemondb.net/sprites/sword-shield/icon/marill.png,Normal
184,Azumarill,Water Fairy,225,112,152,15%,7%,BubbleRock Smash,Ice BeamPlay RoughHydro Pump,https://img.pokemondb.net/sprites/sword-shield/icon/azumarill.png,Normal
185,Sudowoodo,Rock ,172,167,176,12.5%,5%,Rock ThrowCounter,EarthquakeStone EdgeRock Slide,https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png,Normal
186,Politoed,Water ,207,174,179,10%,5%,Mud ShotBubble,BlizzardHydro PumpSurfFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/politoed.png,Normal
187,Hoppip,Grass Flying,111,67,94,50%,12%,TackleBullet Seed,Seed BombDazzling GleamGrass Knot,https://img.pokemondb.net/sprites/sword-shield/icon/hoppip.png,Normal
188,Skiploom,Grass Flying,146,91,120,25%,7%,TackleBullet Seed,Dazzling GleamGrass KnotEnergy Ball,https://img.pokemondb.net/sprites/sword-shield/icon/skiploom.png,Normal
189,Jumpluff,Grass Flying,181,118,183,12.5%,5%,InfestationBullet Seed,Dazzling GleamSolar BeamEnergy Ball,https://img.pokemondb.net/sprites/sword-shield/icon/jumpluff.png,Normal
190,Aipom,Normal ,146,136,112,20%,9%,ScratchAstonish,Aerial AceLow SweepSwift,https://img.pokemondb.net/sprites/sword-shield/icon/aipom.png,Normal
191,Sunkern,Grass ,102,55,55,50%,9%,Razor LeafCut,Seed BombGrass KnotEnergy Ball,https://img.pokemondb.net/sprites/sword-shield/icon/sunkern.png,Normal
192,Sunflora,Grass ,181,185,135,10%,7%,Razor LeafBullet Seed,Petal BlizzardSludge BombSolar Beam,https://img.pokemondb.net/sprites/sword-shield/icon/sunflora.png,Normal
193,Yanma,Bug Flying,163,154,94,30%,10%,Wing AttackQuick Attack,Aerial AceAncient PowerSilver Wind,https://img.pokemondb.net/sprites/sword-shield/icon/yanma.png,Normal
194,Wooper,Water Ground,146,75,66,40%,10%,Mud ShotWater Gun,DigMud BombBody Slam,https://img.pokemondb.net/sprites/sword-shield/icon/wooper.png,Normal
195,Quagsire,Water Ground,216,152,143,15%,7%,Mud ShotWater Gun,EarthquakeStone EdgeSludge BombAcid Spray,https://img.pokemondb.net/sprites/sword-shield/icon/quagsire.png,Normal
196,Espeon,Psychic ,163,261,175,12.5%,5%,Zen HeadbuttConfusion,PsybeamPsychicFuture SightLast Resort (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/espeon.png,Normal
197,Umbreon,Dark ,216,126,240,12.5%,5%,Feint AttackSnarl,Dark PulseFoul PlayLast Resort (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/umbreon.png,Normal
198,Murkrow,Dark Flying,155,175,87,20%,10%,PeckFeint Attack,Dark PulseDrill PeckFoul Play,https://img.pokemondb.net/sprites/sword-shield/icon/murkrow.png,Normal
199,Slowking,Water Psychic,216,177,180,10%,5%,Water GunConfusion,BlizzardFire BlastPsychic,https://img.pokemondb.net/sprites/sword-shield/icon/slowking.png,Normal
200,Misdreavus,Ghost ,155,167,154,30%,7%,AstonishHex,Dark PulseShadow SneakOminous Wind,https://img.pokemondb.net/sprites/sword-shield/icon/misdreavus.png,Normal
201,Unown,Psychic ,134,136,91,30%,10%,Hidden Power,Struggle,https://img.pokemondb.net/sprites/sword-shield/icon/unown.png,Normal
202,Wobbuffet,Psychic ,382,60,106,25%,7%,SplashCounterCharm,Mirror CoatFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/wobbuffet.png,Normal
203,Girafarig,Normal Psychic,172,182,133,30%,7%,TackleConfusion,ThunderboltPsychicMirror Coat,https://img.pokemondb.net/sprites/sword-shield/icon/girafarig.png,Normal
204,Pineco,Bug ,137,108,122,40%,12%,Bug BiteTackle,Rock TombSand TombGyro Ball,https://img.pokemondb.net/sprites/sword-shield/icon/pineco.png,Normal
205,Forretress,Bug Steel,181,161,205,15%,7%,Bug BiteStruggle Bug,EarthquakeRock TombSand TombHeavy SlamMirror Shot,https://img.pokemondb.net/sprites/sword-shield/icon/forretress.png,Normal
206,Dunsparce,Normal ,225,131,128,30%,20%,BiteAstonish,DigDrill RunRock Slide,https://img.pokemondb.net/sprites/sword-shield/icon/dunsparce.png,Normal
207,Gligar,Ground Flying,163,143,184,20%,7%,Fury CutterWing Attack,DigAerial AceNight Slash,https://img.pokemondb.net/sprites/sword-shield/icon/gligar.png,Normal
208,Steelix,Steel Ground,181,148,272,10%,5%,Dragon TailIron TailThunder Fang,EarthquakeHeavy SlamCrunch,https://img.pokemondb.net/sprites/sword-shield/icon/steelix.png,Normal
209,Snubbull,Fairy ,155,137,85,40%,10%,BiteTackle,Dazzling GleamBrick BreakCrunch,https://img.pokemondb.net/sprites/sword-shield/icon/snubbull.png,Normal
210,Granbull,Fairy ,207,212,131,15%,8%,BiteSnarlCharm,Play RoughClose CombatCrunch,https://img.pokemondb.net/sprites/sword-shield/icon/granbull.png,Normal
211,Qwilfish,Water Poison,163,184,138,30%,8%,Water GunPoison Sting,Ice BeamAqua TailSludge WaveAcid SprayFell Stinger,https://img.pokemondb.net/sprites/sword-shield/icon/qwilfish.png,Normal
212,Scizor,Bug Steel,172,236,181,5%,5%,Fury CutterBullet Punch,Night SlashIron HeadX-ScissorFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/scizor.png,Normal
213,Shuckle,Bug Rock,85,17,396,30%,7%,Rock ThrowStruggle Bug,Stone EdgeRock BlastGyro Ball,https://img.pokemondb.net/sprites/sword-shield/icon/shuckle.png,Normal
214,Heracross,Bug Fighting,190,234,179,30%,9%,CounterStruggle Bug,MegahornEarthquakeClose Combat,https://img.pokemondb.net/sprites/sword-shield/icon/heracross.png,Normal
215,Sneasel,Dark Ice,146,189,146,20%,7%,Ice ShardFeint Attack,Ice PunchAvalancheFoul PlayFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/sneasel.png,Normal
216,Teddiursa,Normal ,155,142,93,50%,20%,LickScratch,Cross ChopPlay RoughCrunch,https://img.pokemondb.net/sprites/sword-shield/icon/teddiursa.png,Normal
217,Ursaring,Normal ,207,236,144,15%,7%,Shadow ClawMetal ClawCounter,Hyper BeamPlay RoughClose Combat,https://img.pokemondb.net/sprites/sword-shield/icon/ursaring.png,Normal
218,Slugma,Fire ,120,118,71,30%,10%,EmberRock Throw,Rock SlideFlame ChargeFlame Burst,https://img.pokemondb.net/sprites/sword-shield/icon/slugma.png,Normal
219,Magcargo,Fire Rock,137,139,191,12.5%,6%,EmberRock Throw,Stone EdgeHeat WaveOverheat,https://img.pokemondb.net/sprites/sword-shield/icon/magcargo.png,Normal
220,Swinub,Ice Ground,137,90,69,30%,10%,TacklePowder Snow,Rock SlideIcy WindBody Slam,https://img.pokemondb.net/sprites/sword-shield/icon/swinub.png,Normal
221,Piloswine,Ice Ground,225,181,138,12.5%,6%,Ice ShardPowder Snow,Stone EdgeBulldozeAvalanche,https://img.pokemondb.net/sprites/sword-shield/icon/piloswine.png,Normal
222,Corsola,Water Rock,146,118,156,30%,12%,TackleBubble,Bubble BeamPower GemRock Blast,https://img.pokemondb.net/sprites/sword-shield/icon/corsola.png,Normal
223,Remoraid,Water ,111,127,69,50%,10%,Mud ShotWater Gun,Water PulseAurora BeamRock Blast,https://img.pokemondb.net/sprites/sword-shield/icon/remoraid.png,Normal
224,Octillery,Water ,181,197,141,15%,7%,Mud ShotWater Gun,Gunk ShotWater PulseAurora BeamAcid SprayOctazooka,https://img.pokemondb.net/sprites/sword-shield/icon/octillery.png,Normal
225,Delibird,Ice Flying,128,128,90,20%,20%,Present,Ice PunchAerial AceIcy WindFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/delibird.png,Normal
226,Mantine,Water Flying,163,148,226,30%,7%,Wing AttackBubbleBullet Seed,Ice BeamAerial AceBubble BeamWater Pulse,https://img.pokemondb.net/sprites/sword-shield/icon/mantine.png,Normal
227,Skarmory,Steel Flying,163,148,226,20%,9%,Steel WingAir Slash,Flash CannonBrave BirdSky Attack,https://img.pokemondb.net/sprites/sword-shield/icon/skarmory.png,Normal
228,Houndour,Dark Fire,128,152,83,40%,10%,EmberFeint Attack,Dark PulseFlamethrowerCrunchFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/houndour.png,Normal
229,Houndoom,Dark Fire,181,224,144,15%,6%,Fire FangSnarl,FlamethrowerFire BlastCrunchFoul PlayFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/houndoom.png,Normal
230,Kingdra,Water Dragon,181,194,194,10%,5%,Dragon BreathWaterfall,BlizzardHydro PumpOutrageOctazooka,https://img.pokemondb.net/sprites/sword-shield/icon/kingdra.png,Normal
231,Phanpy,Ground ,207,107,98,50%,20%,TackleRock Smash,Rock SlideBulldozeBody Slam,https://img.pokemondb.net/sprites/sword-shield/icon/phanpy.png,Normal
232,Donphan,Ground ,207,214,185,12.5%,7%,TackleMud-SlapCounterCharm,EarthquakePlay RoughHeavy Slam,https://img.pokemondb.net/sprites/sword-shield/icon/donphan.png,Normal
233,Porygon2,Normal ,198,198,180,5%,5%,,Frustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/porygon2.png,Normal
234,Stantler,Normal ,177,192,131,30%,8%,TackleZen Headbutt,MegahornStompWild ChargeFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/stantler.png,Normal
235,Smeargle,Normal ,146,40,83,25%,7%,,,https://img.pokemondb.net/sprites/sword-shield/icon/smeargle.png,Normal
236,Tyrogue,Fighting ,111,64,64,—,20%,TackleRock Smash,Low SweepRock SlideBrick Break,https://img.pokemondb.net/sprites/sword-shield/icon/tyrogue.png,Normal
237,Hitmontop,Fighting ,137,173,207,10%,5%,Rock SmashCounter,Stone EdgeClose CombatGyro Ball,https://img.pokemondb.net/sprites/sword-shield/icon/hitmontop.png,Normal
238,Smoochum,Ice Psychic,128,153,91,—,20%,PoundPowder Snow,Ice PunchIce BeamPsyshock,https://img.pokemondb.net/sprites/sword-shield/icon/smoochum.png,Normal
239,Elekid,Electric ,128,135,101,—,20%,Thunder ShockLow Kick,DischargeThunder PunchBrick Break,https://img.pokemondb.net/sprites/sword-shield/icon/elekid.png,Normal
240,Magby,Fire ,128,151,99,—,20%,Karate ChopEmber,Flame BurstFire PunchBrick Break,https://img.pokemondb.net/sprites/sword-shield/icon/magby.png,Normal
241,Miltank,Normal ,216,157,193,20%,8%,TackleZen Headbutt,Ice BeamThunderboltStompBody SlamGyro Ball,https://img.pokemondb.net/sprites/sword-shield/icon/miltank.png,Normal
242,Blissey,Normal ,496,129,169,5%,5%,PoundZen Headbutt,Hyper BeamDazzling GleamPsychic,https://img.pokemondb.net/sprites/sword-shield/icon/blissey.png,Normal
243,Raikou,Electric ,207,241,195,2%,4%,Thunder ShockVolt Switch,Shadow BallThunderThunderboltWild Charge,https://img.pokemondb.net/sprites/sword-shield/icon/raikou.png,Normal
244,Entei,Fire ,251,235,171,2%,4%,Fire FangFire Spin,FlamethrowerIron HeadFire BlastOverheat,https://img.pokemondb.net/sprites/sword-shield/icon/entei.png,Normal
245,Suicune,Water ,225,180,235,2%,4%,ExtrasensorySnarlIce Fang,Ice BeamBubble BeamWater PulseHydro Pump,https://img.pokemondb.net/sprites/sword-shield/icon/suicune.png,Normal
246,Larvitar,Rock Ground,137,115,93,40%,10%,BiteRock Smash,Ancient PowerStompCrunchFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/larvitar.png,Normal
247,Pupitar,Rock Ground,172,155,133,10%,7%,BiteRock Smash,DigAncient PowerCrunchFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/pupitar.png,Normal
248,Tyranitar,Rock Dark,225,251,207,5%,4%,BiteIron TailSmack Down (Community Day),Stone EdgeFire BlastCrunchFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar.png,Normal
249,Lugia,Psychic Flying,235,193,310,2%,4%,Dragon TailExtrasensory,Hydro PumpSky AttackFuture Sight,https://img.pokemondb.net/sprites/sword-shield/icon/lugia.png,Normal
250,Ho-oh,Fire Flying,214,239,244,2%,4%,Steel WingExtrasensoryHidden Power,Fire BlastSolar BeamBrave Bird,https://img.pokemondb.net/sprites/sword-shield/icon/ho-oh.png,Normal
251,Celebi,Psychic Grass,225,210,210,100%,0%,ConfusionCharge Beam,Hyper BeamSeed BombDazzling GleamPsychic,https://img.pokemondb.net/sprites/sword-shield/icon/celebi.png,Normal
252,Treecko,Grass ,120,124,94,20%,10%,PoundBullet Seed,Aerial AceGrass KnotEnergy Ball,https://img.pokemondb.net/sprites/sword-shield/icon/treecko.png,Normal
253,Grovyle,Grass ,137,172,120,10%,7%,Quick AttackBullet Seed,Aerial AceLeaf BladeGrass Knot,https://img.pokemondb.net/sprites/sword-shield/icon/grovyle.png,Normal
254,Sceptile,Grass ,172,223,169,5%,5%,Fury CutterBullet Seed,EarthquakeAerial AceDragon ClawLeaf BladeFrenzy Plant (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/sceptile.png,Normal
255,Torchic,Fire ,128,130,87,20%,10%,EmberScratch,FlamethrowerRock TombFlame Charge,https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png,Normal
256,Combusken,Fire Fighting,155,163,115,10%,7%,EmberPeck,FlamethrowerRock SlideFlame Charge,https://img.pokemondb.net/sprites/sword-shield/icon/combusken.png,Normal
257,Blaziken,Fire Fighting,190,240,141,5%,5%,CounterFire Spin,Focus BlastBrave BirdOverheatBlast Burn (Community Day)Blaze Kick,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken.png,Normal
258,Mudkip,Water ,137,126,93,20%,10%,TackleWater Gun,SludgeDigStompFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png,Normal
259,Marshtomp,Water Ground,172,156,133,10%,7%,Mud ShotWater Gun,SludgeMud BombSurfFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/marshtomp.png,Normal
260,Swampert,Water Ground,225,208,175,5%,5%,Mud ShotWater Gun,EarthquakeSludge WaveSurfHydro Cannon (Community Day)Muddy WaterFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/swampert.png,Normal
261,Poochyena,Dark ,111,96,61,50%,20%,TackleSnarl,DigPoison FangCrunch,https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png,Normal
262,Mightyena,Dark ,172,171,132,20%,7%,BiteFire FangThunder FangIce Fang,Poison FangPlay RoughCrunch,https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png,Normal
