,category,id,location.latitude,location.longitude,location.street.id,location.street.name,location_subtype,Force,month,outcome_status,outcome_status.category,outcome_status.date,persistent_id
1280,public-order,72009275,53.478436,-2.241041,725968,On or near George Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,ac76fbceae0f901bde5e119a80811253f192f4384012d75ab621361a63b090db
1281,public-order,72009345,53.480277,-2.237782,725946,On or near Parker Street,,GM Police,Feb,,Unable to prosecute suspect,2019-02,c77b6c3bc58af784bf0bd1988d91093c0135ab50cb2d11db3038839f4ae3a11f
1282,public-order,72009348,53.488511,-2.237391,725929,On or near St Michael's Square,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,d6e5eb5d9d229673d92ff27d769b7737f73501b0e2362a3f2f36a7b1cf7d0cb1
1283,public-order,72060223,53.471657,-2.242148,723471,On or near Chester Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,cba8322b741fd07ed2cc339cbafb825a3560b04c4fdd91a042d5483e669e9ee8
1284,public-order,72053823,53.484639,-2.240835,725969,On or near Garden Street,,GM Police,Feb,,Unable to prosecute suspect,2019-04,f1cefe1da43120e515f1ca5f07424e420331de7a27673a1e8f9190f127175273
1285,public-order,72009408,53.473886,-2.255087,723328,On or near Parking Area,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,8c665421b77374949c96e799ee5e55e7e44bb573d7e59ca2cc5f5c0f9156eae2
1286,public-order,72009460,53.484873,-2.231704,725794,On or near Luna Street,,GM Police,Feb,,Unable to prosecute suspect,2019-02,6a35b7cacbc01236d0b741611c4c0b1b5de34f03e65d2d6c2bfb1033045bcb50
1287,public-order,72009486,53.474767,-2.242000,723497,On or near Supermarket,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,48466db046bbb92fa18dd32d3b207f783a2ce42b45d07f7d6d8b09905de1a2b6
1288,public-order,72058377,53.477185,-2.237689,725901,On or near Nightclub,,GM Police,Feb,,Unable to prosecute suspect,2019-02,aa20ad1691d35c9422272749216acdb35800f7ec766e7864b1148c5f8b8fedfa
1289,public-order,72009550,53.484006,-2.255675,726264,On or near Bloom Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,6d4a1d05ed0a9391b06a234695502b256e5c40f54409d79a2929c60a994ecc31
1290,public-order,72058355,53.476458,-2.236781,725897,On or near Brazil Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,016add60b2ca3d2c363ef9d426bc12fff7f4b6021d5cfd42a975d327758ce421
1291,public-order,72014322,53.479532,-2.250133,726074,On or near Hardman Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,09701f07eb89c23e328bb6ec7b7c82498a48eec7862d2692a25af3702e350001
1292,public-order,72014368,53.484631,-2.244738,726116,On or near Conference/exhibition Centre,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,ed413abc479b5bd83bee855d891643e920519981b8da20403884d1e19fe01f3c
1293,public-order,72014385,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,780d10dff2a99f69c79a2d6dda1047d5400cdef77d532c89eab3a95180bb1e39
1294,public-order,72058305,53.480635,-2.219611,725776,On or near Pollard Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,d36785b24b2cecb03bfe1a4f317b2ec141b7202b09ac59937fe4994444079dcf
1295,public-order,72058267,53.477944,-2.244594,726112,On or near Theatre/concert Hall,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,e9715b7251bfaab10df3e76632935f2f261a7551a3ccace60505c3a7f50ea370
1296,public-order,72058065,53.485789,-2.241038,726017,On or near Supermarket,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,7ddd73e18710b17042ca80e1ef13f5208a800afae80a5bf391842ad6cf35bb0e
1297,public-order,72014145,53.480951,-2.246375,726044,On or near South King Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,ba37e7beb8be91b92e0dfa9cb22241ab3c67c5db9129952e1875c4be090b44a2
1298,public-order,72062614,53.481916,-2.240549,725934,On or near Sickle Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,7e97ce5c78ddc3fad43180a1a47acd8cfcdc2dda4175676770c1a83277048512
1299,public-order,72058002,53.468995,-2.242705,723486,On or near Bark Walk,,GM Police,Feb,,Unable to prosecute suspect,2019-02,1e4c311ab6a3b60baaf2f88a5afdbdee3dff66424f2a8b90705db24c0f75c51d
1300,public-order,72017245,53.478375,-2.235556,725999,On or near Nightclub,,GM Police,Feb,,Further investigation is not in the public interest,2019-03,ff4b0ce1654240f220bf1b4b58c2abfa5eabf5739c335135fcab8383ed6b32e1
1301,public-order,72057849,53.470130,-2.266800,723194,On or near Parking Area,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,f1f4dc50c2d96f23ee51deaac7ecf378c5ac6c74966b673148f94dd4358855a2
1302,public-order,72062519,53.487000,-2.237895,725954,On or near Miller Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,8b1c3d66471f9710b7854252e33740fc3c131497f585f55901a3b273e9dae1b3
1303,public-order,72069250,53.479532,-2.250133,726074,On or near Hardman Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,fb5153a73dafe8a2de852f23623465668325ff52256b4fb55d4d80af5533d34e
1304,public-order,72056113,53.477304,-2.236424,725896,On or near Canal Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,85c585437040a343482ef25c03f69f5d9e37b0b9d0c15e38a7c7d3722ce0174f
1305,public-order,72016980,53.481660,-2.246846,726052,On or near Police Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,b658534b01b76ffd53a5eaf3e4ba1b74987e2eac7d39171fdc4695d39f7b4119
1306,public-order,72017001,53.485169,-2.240748,725997,On or near Nightclub,,GM Police,Feb,,Unable to prosecute suspect,2019-02,7159a5f48b17a126c17da52cfb79625739dcb2f55456b938e8cdb9934fee07cf
1307,public-order,72017503,53.480612,-2.249748,726029,On or near Wood Street,,GM Police,Feb,,Unable to prosecute suspect,2019-02,3f3b6cec3a630c53b66bdcea187b59a3f78f1da869522e24a566400f026ce22d
1308,public-order,72056004,53.480598,-2.229556,725742,On or near Parking Area,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,cc2872f393a996dcf08b441e79c802cb70c5c3218b9ef052b359f4097c20fb2c
1309,public-order,72067169,53.491265,-2.248801,728928,On or near Langston Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,fab74b9084c6e742d3bb1beda7b7081b861e5077007937fd68d8333233712fda
1310,public-order,72014333,53.483271,-2.237362,725941,On or near Red Lion Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,80cfc10386754a5b152e04133af270e14ba035242c842150471d9e911dba89d3
1311,public-order,72055931,53.483332,-2.246855,726122,On or near Nightclub,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,f12d79281f3e87cd71b95ccb668fffd92c76aaa4a98959b8b1fa9e31d9331db2
1312,public-order,72055775,53.471081,-2.237926,723442,On or near Oxford Road,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,1d7d41208ef57534a3b03ac9f9691b0eac35b0dc39dbb0717173c28cca482ff6
1313,public-order,72055659,53.470027,-2.239005,723451,On or near Lower Ormond Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,0f87deb9fdc69469c3f53b0f4b525ee81befd5d211f3a395f5f50690523477ca
1314,public-order,72020893,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Feb,,Further investigation is not in the public interest,2019-02,9e9bf64ee855f4a7d0227399dfa60f9c9a043056911b3523f2b57ced43b7bfe0
1315,public-order,72054001,53.480277,-2.237782,725946,On or near Parker Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,a0fafed8592e0a9475f2a0b99f508286025fc5c598e7e0ba26dcb04b7473515b
1316,public-order,72053980,53.477185,-2.237689,725901,On or near Nightclub,,GM Police,Feb,,Awaiting court outcome,2019-02,283a8aef3bca6d4b3108f2c22079f7aed84084c3afde249e85bbe3874623b2a4
1317,public-order,72014223,53.483645,-2.238961,725964,On or near High Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,1ce7e6955d94e55626320ed4d948eff768d920ba2ad41f659d3a7d5dd35cc354
1318,public-order,72053975,53.485086,-2.242089,725975,On or near Corporation Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,9261663f54380b4194e29ca898cb452273d0e44f247d8bd9151570f82f4b03d7
1319,public-order,72022566,53.466981,-2.264234,723286,On or near Cornbrook Court,,GM Police,Feb,,Unable to prosecute suspect,2019-02,fcaf8ca9c979c20f29c776d5d3a65b82c6d62a6cc55495a8f1482d2ae08e90d5
1320,public-order,72053887,53.483451,-2.241702,726013,On or near Shopping Area,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,43c71104ca0de69a4798c951fa8c90293c2b6840d2e0f8d7c190f1a298795bca
1321,public-order,72023754,53.478023,-2.236247,725915,On or near Parking Area,,GM Police,Feb,,Unable to prosecute suspect,2019-02,55d84908f1da99bf68cd9d010364e4e3ee1e38b112cb27e0ba0d9b8bdf5e2a3a
1322,public-order,72053879,53.476636,-2.238002,725900,On or near Nightclub,,GM Police,Feb,,Unable to prosecute suspect,2019-02,7291a334cfda43ad16119abece8dd6584f8727a3edb6859d5f12e43d3fc4c569
1323,public-order,72053848,53.474162,-2.247977,723410,On or near Albion Street,,GM Police,Feb,,Further investigation is not in the public interest,2019-02,2f5f1f08974195a14775ce5f1c9846d69431b113a7e5fa67e9dcff4ee7fdfc67
1324,public-order,72023899,53.485789,-2.241038,726017,On or near Supermarket,,GM Police,Feb,,Unable to prosecute suspect,2019-02,21c6e886a424337d5f7b9ad8d014714fa566d8cd66946e0e211a8a644a650fbe
1325,public-order,72033656,53.477944,-2.244594,726112,On or near Theatre/concert Hall,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,0c29457a4842fdcaa2fc612ec7f448af284dc9abc9cf44fc0b0df023402fb896
1326,public-order,72033623,53.481833,-2.245897,726043,On or near St Ann Street,,GM Police,Feb,,Unable to prosecute suspect,2019-02,a9faabef275fa75d76cf59ba0eb5901444189d5dbdbcf9fa5b1914ea2d7e6e63
1327,public-order,72023931,53.474162,-2.247977,723410,On or near Albion Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,4616aab6ce1b7f5a09ca22a6181f406b1823808f0f3976b52e016ad488ef524f
1328,public-order,72024004,53.482686,-2.232762,725817,On or near Faraday Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,a87b5b44f614b0f968ac177d7f8d44266d4ec77bfe303316a79ad384b7347684
1329,public-order,72056048,53.484157,-2.234383,726131,On or near Whittle Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,cd57fb1294599ced378adad9cc54f240afc6c23ec5786e42b98c70c7d17042ed
1330,public-order,72039840,53.483869,-2.234833,725973,On or near Dorsey Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,0d48aee28ae7520070c378b4d4ef1859071aa8fe495b449c909dde088129216c
1331,public-order,72026815,53.471657,-2.242148,723471,On or near Chester Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,bda74ad0f382a1befeff9e5216ddad6443f12863eabc4b6a746dc25d2af50e02
1332,public-order,72053615,53.470912,-2.236856,723496,On or near Conference/exhibition Centre,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,6fa5642c7594f2679b343a387b84946f16a652d639c518b9359c8d502520769e
1333,public-order,72051972,53.483522,-2.263041,726186,On or near St Philip's Place,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,b042e1e9fe59736892eb89aae2a1ecd700fc32537e43cf06f2aae418b395544f
1334,public-order,72053958,53.484639,-2.240835,725969,On or near Garden Street,,GM Police,Feb,,Status update unavailable,2019-06,a9bb0a42da2c7d8cf8da94a3b3f762754bc1c6e3eced13f9f66f47e31d54f61b
1335,public-order,72027090,53.486300,-2.227718,725773,On or near Primrose Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,b323501c28e0d5bf4b182bf363192f75002ae15b895d5994baa1c770b1f3a106
1336,public-order,72051917,53.484621,-2.222134,725748,On or near Woodward Place,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,68d53fe6c95458bebc1687d8fb4e28b5e4a767d1454870c7c08a42132c3eff3c
1337,public-order,72030101,53.479270,-2.242372,725998,On or near Nightclub,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,0ae70475bb5b50ed91b7c98845d5b1b17d76885cc86dc96f4d444a60a5b389eb
1338,public-order,72078319,53.485399,-2.251449,726084,On or near Cross Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,0158d53ae2020942f53fff0770dc346b9b1512ad25512f9d569cfe2c97ac863e
1339,public-order,72030186,53.482225,-2.238637,726011,On or near Shopping Area,,GM Police,Feb,,Awaiting court outcome,2019-02,1a30da775febc327957513c4e9b471e025ddc3955ae28a4b9cade30baad8568f
1340,public-order,72051845,53.481189,-2.252946,726067,On or near Left Bank,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,396cb8135f7cd516d3c5e31889a72626d942598baff3b7fc015c2ed8f903897f
1341,public-order,72078205,53.479421,-2.234025,726135,On or near Roby Street,,GM Police,Feb,,Awaiting court outcome,2019-03,fe602026cd93f63c774e2797d3a310895aee3158b83fdc6001ad00edd8111e8b
1342,public-order,72064650,53.482125,-2.234929,725974,On or near Dale Street,,GM Police,Feb,,Unable to prosecute suspect,2019-03,b4797dba38253225b2048c428425a9b79fd85df6de030b9d0da0a7cf6ff30e6e
1343,public-order,72030561,53.482641,-2.246399,726114,On or near Nightclub,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,6d19744fc09bdb6724e6dea5823dfb1e4fb65e3b16db3251701c2cd40b245c26
1344,public-order,72051704,53.481316,-2.234819,725993,On or near Back Piccadilly,,GM Police,Feb,,Unable to prosecute suspect,2019-02,fa03a72bcc2ebf1d431fcd26e414fa984d7ae5a4c4d889a60bf718a621b12f5d
1345,robbery,72051533,53.467365,-2.252894,723383,On or near Dearden Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,66a7a28303ac8d9abd9f2dac35e0a212372d1133d4bc9d990847b2548a2ea7dc
1346,robbery,72080379,53.471931,-2.248657,723350,On or near Shortcroft Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,1e5427c52115e9423d92e6144bb815f9fc5db984d1af9b15a1262f211f4bd1d0
1347,robbery,72077899,53.474639,-2.247649,723416,On or near Nightclub,,GM Police,Feb,,Investigation complete; no suspect identified,2019-06,8a7f44760f5ca4f1d2e65611d95946620a2b1980a420682daa217cee06080b22
1348,robbery,72045953,53.478179,-2.239533,725940,On or near Reyner Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,6e61375b9dcb63a247a323d92786ac5d9c40af19a4590ca73fa50bdf008b03b2
1349,robbery,72064623,53.484279,-2.222539,725786,On or near New Islington,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,c88c54da88c3e3fa1f25ac9aa4075d1ce008d289f21fd38a9294c6c0247782a9
1350,robbery,72064306,53.470912,-2.236856,723496,On or near Conference/exhibition Centre,,GM Police,Feb,,Investigation complete; no suspect identified,2019-04,8ab9e5f169276aaff12ed06ab12bfb232a8e3d15688fc3553d1b78f9d0a0aa00
1351,robbery,72064652,53.473223,-2.258277,723297,On or near Blantyre Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,14c1e76759bb49b0c5e4c33da8ab274207c1a8e7c4198cc9c2f36552b2af183f
1352,robbery,72039464,53.482686,-2.232762,725817,On or near Faraday Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,5b1d90cbc792f0744579f2433649838d07b5792c28305ec0115241b7e7f15425
1353,robbery,72071454,53.478023,-2.236247,725915,On or near Parking Area,,GM Police,Feb,,Investigation complete; no suspect identified,2019-04,0dfeabbba70ea32b523e6124da288524ba34315a0821e154b79ed7dc9f2afebb
1354,robbery,72068983,53.471316,-2.232640,723570,On or near Justin Close,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,45531c71accb0b35123463d26f7d55aa90a69c9ace2998c245416a3575217c32
1355,robbery,72067180,53.479532,-2.250133,726074,On or near Hardman Street,,GM Police,Feb,,Status update unavailable,2019-06,4d0d39c7520d2a44d25c69f42eed675d82eb5f0cbe7d9e45aa3ed0edb9cbbd97
1356,robbery,72009372,53.483090,-2.228726,725779,On or near Pickford Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,b95f7d86ffc5e755eb08c24af4ebda5bb2b722682f45aa8a9aa31f8907ac55b6
1357,robbery,72051847,53.485418,-2.237554,725935,On or near Shudehill,,GM Police,Feb,,Investigation complete; no suspect identified,2019-04,d725cd8c22a1dc79d8eae3cfda6ede1160478b8ab6949aeeade784d767180cd6
1358,robbery,72049652,53.488343,-2.261910,726189,On or near Silk Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,604d06667fa8aeb1068f7cd8d0a12238ceefd8abd9850b9df5de26f1c6acb141
1359,robbery,72023808,53.474162,-2.247977,723410,On or near Albion Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,8f66a170095f5a6d7cfe14b18fffd5d5dc15b741e23009f05507c9108e1929f3
1360,robbery,72020887,53.479835,-2.238126,725916,On or near Parking Area,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,c8b01c19ebb100c22d8dfcf5d535f2a975051755ac285f60bd7de8123ba16d52
1361,robbery,72054167,53.491181,-2.266902,728767,On or near Auriga Walk,,GM Police,Feb,,Unable to prosecute suspect,2019-03,62aad23a56294a13e7f6b8ea65fc2e545804ca7e07db5dc039ab56b35bdd8df5
1362,robbery,72057943,53.467055,-2.250738,723343,On or near Stretford Road,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,083dea85505a3a4a9cd36f90107d6e6b78ddc42aedb266259e0bf0f1b4e95897
1363,robbery,72056164,53.491000,-2.259259,728757,On or near Elton's Yard,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,3f5428c9cf27ddf9f33f67d459afb879dc16bf98b240d30dbba08b1881a16c07
1364,robbery,72046464,53.484608,-2.251369,726091,On or near Caxton Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,84a3a2b04811cbac076c3a29226fc0c54c36b282ab43a621745dd23c13ad31e0
1365,robbery,72017719,53.483420,-2.256139,726262,On or near Chapel Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,c756282d3fff5993d42c5d855945238ba9669db713dffed89fe4ad500f1b7a29
1366,robbery,72067005,53.480850,-2.247534,726113,On or near Nightclub,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,164b9f9bf042f0d1621a73fe328e96a5fb9bab6c0d39c96750d6d6e1b0c2dd81
1367,robbery,72056331,53.488879,-2.263210,726153,On or near Chiffon Way,,GM Police,Feb,,Investigation complete; no suspect identified,2019-04,63b3c42250c3c2b647e4cfdaf29d04e1188f8ee089bdeea4e31a048e6c5372b2
1368,robbery,72075641,53.484279,-2.222539,725786,On or near New Islington,,GM Police,Feb,,Status update unavailable,2019-06,95d8ec5bc8cd473ae4e9ce8653780e9f8f01eb38086926925053a13ac04c3bd1
1369,robbery,72058128,53.474162,-2.247977,723410,On or near Albion Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,20477f139ba7bf33f3aa05bd82f9fbb4217229139657683d7ec92d474a13b6e2
1370,robbery,72064539,53.479976,-2.235083,725963,On or near Hope Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,8a779b44f86aa014ebeec6acad8731e6b93d3e0cac507423dba2efe9bdb50e2d
1371,robbery,72023727,53.483509,-2.234786,726001,On or near Nightclub,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,208ee53c014194db7c536d1333d560255f8a4e152e9aeca751fb726f439949a7
1372,robbery,72058011,53.467365,-2.252894,723383,On or near Dearden Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,853d924d6e1ae83d5942b601673244d95e05ff4e4a0d1922ff27565136a844b7
1373,robbery,72077815,53.469183,-2.247391,723393,On or near Clarendon Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-04,f9dfd31b6562aac040ee8d630c2846bfd2e0fb4cd3f7d586ff5e2ac4c75e7bb0
1374,robbery,72064578,53.482125,-2.234929,725974,On or near Dale Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,2fd37901a1d53c54ebfc617b3fca21ef9b20f92c2cdea8c64acbde766f959567
1375,robbery,72075768,53.480419,-2.242755,725983,On or near Chancery Lane,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,f53eb3f6b91fa7c36bb1224575173ef60e51e1479f5c8a1066c61a3c2c4d0c55
1376,robbery,72014203,53.484157,-2.234383,726131,On or near Whittle Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,f4d2e4ca7e57eae78b16d8f557c8044e0873038818425e6c8a1780084d7af3d4
1377,robbery,72046080,53.488132,-2.246914,726058,On or near New Bridge Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,1c1a2174f9c2fe326649553e45ca6edfdfce92fb414e9044c93e2e0639f4e997
1378,robbery,72064731,53.485575,-2.226403,725771,On or near Radium Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,1c0838fa5da4a3c301fe9004900d3bbd44e88b04a42deaacc02a322bc9ebc4f3
1379,robbery,72039230,53.467656,-2.251494,723342,On or near The Sanctuary,,GM Police,Feb,,Investigation complete; no suspect identified,2019-04,ffee3e0273ceda9db0406dfa39992ac5923f669fb33da0c154811ee0ccb93275
1380,robbery,72075785,53.474639,-2.247649,723416,On or near Nightclub,,GM Police,Feb,,Investigation complete; no suspect identified,2019-06,14914056d5de586934bbc79b6d5cd04e8b0e24ef26bf69befbf16221fa3c77c1
1381,robbery,72039956,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Feb,,Investigation complete; no suspect identified,2019-05,915161d05d2c728227ea16ae7f74da67f776e2487408f7eb61022e6283b6034a
1382,robbery,72030144,53.480483,-2.246568,726070,On or near John Dalton Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,49b280e72f6f8eac7d7556c11858c108bd82676b97f5afdc70babe98a7fa747a
1383,robbery,72075963,53.477330,-2.236952,725891,On or near Richmond Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-05,93b28ac0a44e0f10554d4163ae51f42a0176e7058cee950fd8305ca18d563cf7
1384,robbery,72071267,53.478023,-2.236247,725915,On or near Parking Area,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,fb2a5ce85f462f1495cd426c3f41316ce9164e8616953357d8c7e38224729401
1385,robbery,72062336,53.482125,-2.234929,725974,On or near Dale Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,22d4c8ff0704baba5c0e59f0e05c540eb8b9ee763b3239f1115a3347511180d9
1386,robbery,72069469,53.475729,-2.242156,723314,On or near Oxford Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,15f1c2b2da40011dc3752066faa6e652d09158ad6929da8140ef728c65a77d4d
1387,robbery,72054205,53.487215,-2.263742,726221,On or near Damask Avenue,,GM Police,Feb,,Status update unavailable,2019-06,8b27b5726c42b553482950d7a2d45daafc9f51e322f1c20cc91df203c189348e
1388,robbery,72062451,53.479366,-2.239073,725984,On or near Chain Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-05,0f150f1e62164213445fbec6a280989c3c3a5f6724a79f97a3bce9c63e36a30b
1389,robbery,72071462,53.477226,-2.239422,725905,On or near Nightclub,,GM Police,Feb,,Investigation complete; no suspect identified,2019-05,f8dc4f5d619dba2176ceb7fb1b7b663475b8b527cdcbfb3e3be97b5005bf1b20
1390,robbery,72062358,53.478340,-2.248559,726071,On or near Jerusalem Place,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,b6479ae55258970d6fb792f75587cd8e92cda00fa82ba5e9d00ca70cf67a9325
1391,robbery,72049367,53.480905,-2.233400,726137,On or near Mangle Street,,GM Police,Feb,,Status update unavailable,2019-06,63a791547985e79eb482d023a8eb931a8abe10d4fae6a90558118eb80df90e6f
1392,robbery,72078038,53.475697,-2.235481,723313,On or near Sackville Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-06,17edde2aa6fa6fa971ca5ccf8253e7cafa33add8c7a2214cbb35fa9611e8e253
1393,robbery,72069445,53.479270,-2.242372,725998,On or near Nightclub,,GM Police,Feb,,Investigation complete; no suspect identified,2019-05,3e0c2f87b59d32b2fabc7c52b13527da7ad6c7d6925af7069f5722a3d67ec1a7
1394,robbery,72080499,53.478179,-2.239533,725940,On or near Reyner Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-05,5a07dc21305c49932f1fc795318a44f7458bdd4ab70f7a30a2d57a909f8e7bf5
1395,robbery,72070480,53.464237,-2.265422,723215,On or near Stretford Road,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,38dbfe6cd40689efe7c782e58c8475e6f1c0976e1b2b14a0d1c8ce134b415a32
1396,robbery,72036140,53.465370,-2.256708,723239,On or near Nash Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,49b14ab4cb1b0a6489432bd06e549af6d06c00821ea64000ad4c1b5a3ef4e7e8
1397,robbery,72021347,53.493341,-2.261504,728760,On or near Cumberland Street,,GM Police,Feb,,Status update unavailable,2019-06,9d7266f6a939e34ad785af8c8e0a63a3ccaf3b9f028c44ce51d005c0fa973506
1398,robbery,72062702,53.485362,-2.256090,726261,On or near Frederick Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-04,c1256c3faebe4523065b70877cd637aa4bfee7e7544d56a09843fb1658df84b2
1399,robbery,72060466,53.479502,-2.229264,725803,On or near Jutland Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-04,ea04b8ad57f8a6b839d89884bf0c16089301cac6934c3b0d683306a97692fa5f
1400,robbery,72024270,53.483762,-2.255975,726254,On or near Parking Area,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,f950b9e3fb10cfc698cb5e9aeb2ebcbbb4c00ca9e7a61ab33e0992c912c7fdad
1401,robbery,72026724,53.475036,-2.228667,723612,On or near Buxton Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,bc15d16c2796b1458f645fa4011fe74f798700679248a66f4294f4eb39ce6b50
1402,robbery,72062328,53.481916,-2.240549,725934,On or near Sickle Street,,GM Police,Feb,,Status update unavailable,2019-06,3393548baedce2313f694e2a09fce22328cf38e398066c411d656fdfe3defb41
1403,robbery,72078426,53.490084,-2.258711,728730,On or near Watkin Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,13ec68220c67caa691253ae59d10565be7ba7b21ab5ad8bc2e36a483c18296e9
1404,robbery,72080641,53.477870,-2.231907,725758,On or near Station Approach,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,b9bad2525d6fa62d6223819e6db21170a0115fa5732ef4a47d7561f02da8b9b8
1405,robbery,72067012,53.480612,-2.249748,726029,On or near Wood Street,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,4e4884a522d543df739482ba41283067cde4df1db83401b8dbd490f26f71b199
1406,robbery,72068995,53.467610,-2.260337,723287,On or near City Road,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,600154650182f254c2c68ec3c84ee8de55d4237352ec661017efd6f52f35ae59
1407,robbery,72069277,53.482641,-2.246399,726114,On or near Nightclub,,GM Police,Feb,,Investigation complete; no suspect identified,2019-03,2839277be27630b8d62bf8c63feb7e2de0aa7ffcc8a985ff01ddb5f17c1dcb82
1408,robbery,72014091,53.481250,-2.236341,725945,On or near Piccadilly,,GM Police,Feb,,Investigation complete; no suspect identified,2019-02,85939b92b0b1073391ce40acabd0bbe4360450828742d210a1998976dd2723e9
