pokemon_id,pokemon_name,form,bol_release,max_cp,base_hp,base_attack,base_defense,Grass,Fire,Water,Bug,Normal,Dark,Poison,Electric,Ice,Ground,Fairy,Fighting,Psychic,Rock,Ghost,Dragon,Steel,Flying,pct_catch,pct_flee,fast_moves,charge_moves,img_link
88,Grimer,Normal,1,1374,190,135,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50%,10%,Poison JabMud-Slap,SludgeSludge BombMud BombFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/grimer.png
89,Muk,Alola,1,2757,233,190,172,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20%,6%,BitePoison JabSnarl,Dark PulseSludge WaveGunk ShotAcid Spray,https://img.pokemondb.net/sprites/sword-shield/icon/muk-alolan.png
89,Muk,Normal,1,2757,233,190,172,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20%,6%,Poison JabInfestation,Dark PulseThunder PunchSludge WaveGunk ShotAcid SprayFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/muk.png
90,Shellder,Normal,1,1080,102,116,134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,10%,Ice ShardTackle,Bubble BeamWater PulseIcy Wind,https://img.pokemondb.net/sprites/sword-shield/icon/shellder.png
91,Cloyster,Normal,1,2547,137,186,256,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20%,6%,Ice ShardFrost Breath,Hydro PumpIcy WindAurora BeamAvalanche,https://img.pokemondb.net/sprites/sword-shield/icon/cloyster.png
92,Gastly,Normal,1,1229,102,186,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,40%,10%,LickAstonish,Dark PulseSludge BombNight Shade,https://img.pokemondb.net/sprites/sword-shield/icon/gastly.png
93,Haunter,Normal,1,1963,128,223,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20%,7%,Shadow ClawAstonish,Dark PulseShadow PunchShadow BallSludge Bomb,https://img.pokemondb.net/sprites/sword-shield/icon/haunter.png
94,Gengar,Normal,1,2878,155,261,149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10%,5%,Sucker PunchShadow ClawHex,Shadow BallSludge BombFocus Blast,https://img.pokemondb.net/sprites/sword-shield/icon/gengar.png
95,Onix,Normal,1,1101,111,85,232,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20%,9%,TackleRock Throw,Stone EdgeSand TombHeavy Slam,https://img.pokemondb.net/sprites/sword-shield/icon/onix.png
96,Drowzee,Normal,1,1040,155,89,136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50%,10%,PoundConfusion,PsybeamPsyshockPsychicFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/drowzee.png
97,Hypno,Normal,1,2090,198,144,193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20%,6%,Zen HeadbuttConfusion,Ice PunchShadow BallThunder PunchPsychicFire PunchFocus BlastFuture SightFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/hypno.png
98,Krabby,Normal,1,1561,102,181,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,15%,Mud ShotBubble,Vise GripBubble BeamWater Pulse,https://img.pokemondb.net/sprites/sword-shield/icon/krabby.png
99,Kingler,Normal,1,2829,146,240,181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,7%,Metal ClawBubble,Vise GripX-ScissorWater PulseCrabhammer,https://img.pokemondb.net/sprites/sword-shield/icon/kingler.png
100,Voltorb,Normal,1,1010,120,109,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50%,10%,SparkTackle,DischargeThunderboltGyro Ball,https://img.pokemondb.net/sprites/sword-shield/icon/voltorb.png
101,Electrode,Normal,1,2099,155,173,173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20%,6%,SparkVolt Switch,Hyper BeamDischargeThunderboltFoul Play,https://img.pokemondb.net/sprites/sword-shield/icon/electrode.png
102,Exeggcute,Normal,1,1175,155,107,125,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50%,10%,ConfusionBullet Seed,Seed BombAncient PowerPsychic,https://img.pokemondb.net/sprites/sword-shield/icon/exeggcute.png
103,Exeggutor,Alola,1,3014,216,230,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20%,6%,Dragon TailBullet Seed,Seed BombDragon PulseSolar Beam,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor-alolan.png
103,Exeggutor,Normal,1,3014,216,233,149,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20%,6%,ConfusionBullet SeedExtrasensory,Seed BombPsychicSolar Beam,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor.png
104,Cubone,Normal,1,1019,137,90,144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40%,10%,Mud-SlapRock Smash,DigBone ClubBulldozeFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/cubone.png
105,Marowak,Alola,1,1835,155,144,186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15%,6%,Rock SmashHexFire Spin,Flame WheelShadow BallBone ClubFire Blast,https://img.pokemondb.net/sprites/sword-shield/icon/marowak-alolan.png
105,Marowak,Normal,1,1835,155,144,186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15%,6%,Mud-SlapRock Smash,DigEarthquakeBone ClubFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/marowak.png
106,Hitmonlee,Normal,1,2576,137,224,181,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20%,9%,Low KickRock Smash,Stone EdgeLow SweepClose CombatFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/hitmonlee.png
107,Hitmonchan,Normal,1,2332,137,193,197,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20%,9%,Bullet PunchCounter,Ice PunchThunder PunchFire PunchClose CombatPower-Up PunchFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/hitmonchan.png
108,Lickitung,Normal,1,1411,207,108,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,9%,LickZen Headbutt,Hyper BeamPower WhipStompBody Slam (legacy),https://img.pokemondb.net/sprites/sword-shield/icon/lickitung.png
109,Koffing,Normal,1,1214,120,119,141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50%,10%,TackleInfestation,Dark PulseSludgeSludge Bomb,https://img.pokemondb.net/sprites/sword-shield/icon/koffing.png
110,Weezing,Galarian,1,2293,163,174,197,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,20%,6%,Tackle,Hyper BeamSludgePlay RoughOverheat,https://img.pokemondb.net/sprites/sword-shield/icon/weezing-galarian.png
110,Weezing,Normal,1,2293,163,174,197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20%,6%,TackleInfestation,Dark PulseShadow BallThunderboltSludge Bomb,https://img.pokemondb.net/sprites/sword-shield/icon/weezing.png
111,Rhyhorn,Normal,1,1651,190,140,127,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,50%,10%,Mud-SlapRock Smash,BulldozeHorn AttackStomp,https://img.pokemondb.net/sprites/sword-shield/icon/rhyhorn.png
112,Rhydon,Normal,1,3179,233,222,171,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5%,6%,Mud-SlapRock Smash,EarthquakeStone EdgeSurf,https://img.pokemondb.net/sprites/sword-shield/icon/rhydon.png
113,Chansey,Normal,1,1255,487,60,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,9%,PoundZen Headbutt,Hyper BeamDazzling GleamPsychic,https://img.pokemondb.net/sprites/sword-shield/icon/chansey.png
114,Tangela,Normal,1,2238,163,183,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40%,9%,Vine WhipInfestation,Sludge BombSolar BeamGrass Knot,https://img.pokemondb.net/sprites/sword-shield/icon/tangela.png
115,Kangaskhan,Normal,1,2586,233,181,165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,9%,Low KickMud-Slap,EarthquakeOutrageCrunchPower-Up Punch,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan.png
116,Horsea,Normal,1,1056,102,129,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,10%,Water GunBubble,Flash CannonBubble BeamDragon Pulse,https://img.pokemondb.net/sprites/sword-shield/icon/horsea.png
117,Seadra,Normal,1,2093,146,187,156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,6%,Dragon BreathWater Gun,Dragon PulseHydro PumpAurora Beam,https://img.pokemondb.net/sprites/sword-shield/icon/seadra.png
118,Goldeen,Normal,1,1152,128,123,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,15%,PeckMud Shot,Aqua TailWater PulseHorn Attack,https://img.pokemondb.net/sprites/sword-shield/icon/goldeen.png
119,Seaking,Normal,1,2162,190,175,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,7%,PeckWaterfall,MegahornIce BeamWater Pulse,https://img.pokemondb.net/sprites/sword-shield/icon/seaking.png
120,Staryu,Normal,1,1157,102,137,112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,15%,TackleWater Gun,Bubble BeamPower GemSwift,https://img.pokemondb.net/sprites/sword-shield/icon/staryu.png
121,Starmie,Normal,1,2584,155,210,184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20%,6%,Water GunHidden Power,Ice BeamPower GemThunderHydro PumpPsychic,https://img.pokemondb.net/sprites/sword-shield/icon/starmie.png
122,Mr. Mime,Normal,1,2228,120,192,205,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,30%,9%,Zen HeadbuttConfusion,PsybeamShadow BallPsychic,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime.png
123,Scyther,Normal,1,2706,172,218,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30%,9%,Fury CutterAir Slash,Aerial AceNight SlashX-ScissorFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/scyther.png
124,Jynx,Normal,1,2555,163,223,151,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,30%,9%,Frost BreathConfusion,PsyshockDraining KissFocus BlastAvalanche,https://img.pokemondb.net/sprites/sword-shield/icon/jynx.png
125,Electabuzz,Normal,1,2334,163,198,158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20%,9%,Thunder ShockLow Kick,Thunder PunchThunderThunderboltFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png
126,Magmar,Normal,1,2394,163,206,154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,9%,Karate ChopEmber,FlamethrowerFire BlastFire PunchFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png
127,Pinsir,Normal,1,2959,163,238,182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30%,9%,Fury CutterBug BiteRock Smash,Vise GripX-ScissorClose CombatSuperpower,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png
128,Tauros,Normal,1,2620,181,198,183,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30%,9%,TackleZen Headbutt,EarthquakeIron HeadHorn Attack,https://img.pokemondb.net/sprites/sword-shield/icon/tauros.png
129,Magikarp,Normal,1,274,85,29,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70%,15%,Splash,StruggleFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png
130,Gyarados,Normal,1,3391,216,237,186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10%,7%,BiteDragon BreathWaterfall,TwisterHydro PumpOutrageCrunchFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/gyarados.png
131,Lapras,Normal,1,2641,277,165,174,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5%,9%,Frost BreathWater Gun,BlizzardHydro PumpSurfSkull BashFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/lapras.png
132,Ditto,Normal,1,832,134,91,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,10%,Transform,Struggle,https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png
133,Eevee,Normal,1,1071,146,104,114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40%,10%,Quick AttackTackle,DigSwiftLast Resort (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png
134,Vaporeon,Normal,1,3114,277,205,161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5%,6%,Water Gun,Aqua TailWater PulseHydro PumpLast Resort (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png
135,Jolteon,Normal,1,2888,163,232,182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.5%,6%,Thunder ShockVolt Switch,DischargeThunderThunderboltLast Resort (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png
136,Flareon,Normal,1,3029,163,246,179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5%,6%,EmberFire Spin,FlamethrowerFire BlastOverheatLast Resort (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png
137,Porygon,Normal,1,1720,163,153,136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40%,9%,Charge BeamHidden Power,Hyper BeamSolar BeamZap CannonFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png
138,Omanyte,Normal,1,1544,111,155,153,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40%,9%,Mud ShotWater Gun,Bubble BeamAncient PowerRock Blast,https://img.pokemondb.net/sprites/sword-shield/icon/omanyte.png
139,Omastar,Normal,1,2786,172,207,201,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15%,5%,Mud ShotWater Gun,Ancient PowerHydro PumpRock Blast,https://img.pokemondb.net/sprites/sword-shield/icon/omastar.png
140,Kabuto,Normal,1,1370,102,148,140,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40%,9%,Mud ShotScratch,Aqua JetAncient PowerRock Tomb,https://img.pokemondb.net/sprites/sword-shield/icon/kabuto.png
141,Kabutops,Normal,1,2713,155,220,186,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15%,5%,Mud ShotRock SmashWaterfall,Stone EdgeAncient PowerWater Pulse,https://img.pokemondb.net/sprites/sword-shield/icon/kabutops.png
142,Aerodactyl,Normal,1,2783,190,221,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20%,9%,BiteRock ThrowSteel Wing,Hyper BeamAncient PowerRock SlideIron HeadEarth Power,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl.png
143,Snorlax,Normal,1,3225,330,190,169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5%,9%,LickZen Headbutt,Hyper BeamEarthquakeBody SlamHeavy SlamOutrageSkull BashSuperpowerFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/snorlax.png
144,Articuno,Normal,1,3051,207,192,236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3%,10%,Ice ShardFrost Breath,Ice BeamBlizzardAncient PowerIcy WindFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/articuno.png
145,Zapdos,Normal,1,3527,207,253,185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3%,10%,Charge Beam,Drill PeckAncient PowerThunderThunderboltZap CannonFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/zapdos.png
146,Moltres,Normal,1,3465,207,251,181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3%,10%,Wing AttackFire Spin,Heat WaveAncient PowerFire BlastOverheatFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/moltres.png
147,Dratini,Normal,1,1004,121,119,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40%,9%,Dragon BreathIron Tail,WrapAqua TailTwisterFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/dratini.png
148,Dragonair,Normal,1,1780,156,163,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10%,6%,Dragon BreathIron Tail,WrapAqua TailDragon PulseFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/dragonair.png
149,Dragonite,Normal,1,3792,209,263,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5%,5%,Dragon BreathSteel WingDragon Tail,Hyper BeamDragon ClawHurricaneOutrageDraco Meteor (Community Day)Frustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/dragonite.png
150,Mewtwo,Armored,1,3187,214,182,278,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6%,0%,ConfusionIron Tail,EarthquakeRock SlideDynamic PunchFuture Sight,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-armored.png
150,Mewtwo,Normal,1,4178,214,300,182,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6%,10%,Psycho CutConfusion,FlamethrowerIce BeamThunderboltPsychicFocus Blast,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo.png
151,Mew,Normal,1,3265,225,210,210,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100%,0%,Shadow ClawFrost BreathPoundCutPoison JabSteel WingRock SmashCharge BeamVolt SwitchDragon TailInfestationStruggle BugSnarlWaterfall,Hyper BeamDark PulseStone EdgeFlash CannonIce BeamBlizzardLow SweepPsyshockAncient PowerRock SlideThunderThunderboltDragon ClawDazzling GleamBulldozeFlame ChargePsychicSolar BeamFocus BlastWild ChargeGyro BallOverheatGrass KnotEnergy BallSurf,https://img.pokemondb.net/sprites/sword-shield/icon/mew.png
152,Chikorita,Normal,1,935,128,92,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,10%,Vine WhipTackle,Body SlamGrass KnotEnergy Ball,https://img.pokemondb.net/sprites/sword-shield/icon/chikorita.png
153,Bayleef,Normal,1,1454,155,122,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5%,7%,Razor LeafTackle,Ancient PowerGrass KnotEnergy Ball,https://img.pokemondb.net/sprites/sword-shield/icon/bayleef.png
154,Meganium,Normal,1,2410,190,168,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5%,5%,Vine WhipRazor Leaf,EarthquakePetal BlizzardSolar BeamFrenzy Plant (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/meganium.png
155,Cyndaquil,Normal,1,980,118,116,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,10%,EmberTackle,FlamethrowerFlame ChargeSwift,https://img.pokemondb.net/sprites/sword-shield/icon/cyndaquil.png
156,Quilava,Normal,1,1653,151,158,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5%,7%,EmberTackle,FlamethrowerDigFlame Charge,https://img.pokemondb.net/sprites/sword-shield/icon/quilava.png
157,Typhlosion,Normal,1,2889,186,223,173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5%,5%,EmberShadow Claw,Fire BlastSolar BeamOverheatBlast Burn (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/typhlosion.png
158,Totodile,Normal,1,1131,137,117,109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,10%,ScratchWater Gun,Aqua JetWater PulseCrunch,https://img.pokemondb.net/sprites/sword-shield/icon/totodile.png
159,Croconaw,Normal,1,1722,163,150,142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5%,7%,ScratchWater Gun,Ice PunchWater PulseCrunch,https://img.pokemondb.net/sprites/sword-shield/icon/croconaw.png
160,Feraligatr,Normal,1,2857,198,205,188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5%,5%,BiteWaterfallIce Fang,Ice BeamHydro PumpCrunchHydro Cannon (Community Day),https://img.pokemondb.net/sprites/sword-shield/icon/feraligatr.png
161,Sentret,Normal,1,618,111,79,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,20%,Quick AttackScratch,DigBrick BreakGrass Knot,https://img.pokemondb.net/sprites/sword-shield/icon/sentret.png
162,Furret,Normal,1,1758,198,148,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15%,7%,Sucker PunchQuick Attack,Hyper BeamDigBrick Break,https://img.pokemondb.net/sprites/sword-shield/icon/furret.png
163,Hoothoot,Normal,1,677,155,67,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50%,15%,PeckFeint Attack,Aerial AceSky AttackNight Shade,https://img.pokemondb.net/sprites/sword-shield/icon/hoothoot.png
164,Noctowl,Normal,1,2024,225,145,156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15%,7%,Wing AttackExtrasensory,PsychicSky AttackNight Shade,https://img.pokemondb.net/sprites/sword-shield/icon/noctowl.png
165,Ledyba,Normal,1,728,120,72,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50%,20%,Bug BiteTackle,Aerial AceSwiftSilver Wind,https://img.pokemondb.net/sprites/sword-shield/icon/ledyba.png
166,Ledian,Normal,1,1346,146,107,179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15%,7%,Bug BiteStruggle Bug,Aerial AceBug BuzzSilver Wind,https://img.pokemondb.net/sprites/sword-shield/icon/ledian.png
167,Spinarak,Normal,1,816,120,105,73,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50%,20%,Bug BitePoison Sting,Night SlashCross PoisonSignal Beam,https://img.pokemondb.net/sprites/sword-shield/icon/spinarak.png
168,Ariados,Normal,1,1772,172,161,124,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15%,7%,Poison StingInfestation,MegahornShadow SneakCross Poison,https://img.pokemondb.net/sprites/sword-shield/icon/ariados.png
169,Crobat,Normal,1,2646,198,194,178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10%,5%,BiteAir Slash,Shadow BallSludge BombAir CutterFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/crobat.png
170,Chinchou,Normal,1,1119,181,106,97,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40%,10%,SparkBubble,Bubble BeamThunderboltWater Pulse,https://img.pokemondb.net/sprites/sword-shield/icon/chinchou.png
171,Lanturn,Normal,1,2085,268,146,137,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15%,7%,SparkWater GunCharge Beam,ThunderThunderboltHydro Pump,https://img.pokemondb.net/sprites/sword-shield/icon/lanturn.png
172,Pichu,Normal,1,473,85,77,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,—,5%,Thunder Shock,Thunder PunchThunderboltDisarming Voice,https://img.pokemondb.net/sprites/sword-shield/icon/pichu.png
173,Cleffa,Normal,1,671,137,75,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,—,5%,PoundZen Headbutt,PsyshockSignal BeamGrass Knot,https://img.pokemondb.net/sprites/sword-shield/icon/cleffa.png
174,Igglybuff,Normal,1,535,207,69,32,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,—,5%,PoundFeint Attack,Shadow BallPsychicWild Charge,https://img.pokemondb.net/sprites/sword-shield/icon/igglybuff.png
175,Togepi,Normal,1,657,111,67,116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,—,5%,PeckHidden Power,PsyshockAncient PowerDazzling Gleam,https://img.pokemondb.net/sprites/sword-shield/icon/togepi.png
176,Togetic,Normal,1,1708,146,139,181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20%,5%,ExtrasensoryHidden Power,Aerial AceAncient PowerDazzling Gleam,https://img.pokemondb.net/sprites/sword-shield/icon/togetic.png
177,Natu,Normal,1,1102,120,134,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,40%,15%,PeckQuick Attack,Drill PeckPsyshockNight Shade,https://img.pokemondb.net/sprites/sword-shield/icon/natu.png
178,Xatu,Normal,1,2188,163,192,146,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15%,7%,Feint AttackAir Slash,Aerial AceOminous WindFuture Sight,https://img.pokemondb.net/sprites/sword-shield/icon/xatu.png
179,Mareep,Normal,1,991,146,114,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50%,10%,Thunder ShockTackle,DischargeThunderboltBody SlamFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/mareep.png
180,Flaaffy,Normal,1,1521,172,145,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25%,7%,TackleCharge Beam,DischargePower GemThunderboltFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/flaaffy.png
181,Ampharos,Normal,1,2852,207,211,169,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.5%,5%,Charge BeamVolt Switch,Power GemThunder PunchThunderDragon Pulse (Community Day)Focus BlastZap CannonFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/ampharos.png
182,Bellossom,Normal,1,2281,181,169,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5%,5%,Razor LeafAcid,Petal BlizzardDazzling GleamLeaf BladeFrustration (Shadow)Return (Shadow),https://img.pokemondb.net/sprites/sword-shield/icon/bellossom.png
183,Marill,Normal,1,461,172,37,93,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50%,10%,TackleBubble,Bubble BeamAqua TailBody Slam,https://img.pokemondb.net/sprites/sword-shield/icon/marill.png
184,Azumarill,Normal,1,1588,225,112,152,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15%,7%,BubbleRock Smash,Ice BeamPlay RoughHydro Pump,https://img.pokemondb.net/sprites/sword-shield/icon/azumarill.png
185,Sudowoodo,Normal,1,2148,172,167,176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.5%,5%,Rock ThrowCounter,EarthquakeStone EdgeRock Slide,https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png
