	Name	Mana Cost	CMC	Colors	Type	Rarity	Set	Text	Power	Toughness	Loyalty	Brussels	Nagoya	Phoenix	Total
467	Godless Shrine		0.0	[]	Land — Plains Swamp	Rare	RNA	"({T}: Add {W} or {B}.)
As Godless Shrine enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped."	Not a Creature	Not a Creature	Not a Planeswalker	51	51	37	139
468	Gruul Charm	{R}{G}	2.0	['Green', 'Red']	Instant	Uncommon	GTC	"Choose one —
• Creatures without flying can't block this turn.
• Gain control of all permanents you own.
• Gruul Charm deals 3 damage to each creature with flying."	Not a Creature	Not a Creature	Not a Planeswalker	0	2	0	2
469	Rapid Hybridization	{U}	1.0	['Blue']	Instant	Uncommon	GTC	Destroy target creature. It can't be regenerated. That creature's controller creates a 3/3 green Frog Lizard creature token.	Not a Creature	Not a Creature	Not a Planeswalker	1	0	0	1
470	Sacred Foundry		0.0	[]	Land — Mountain Plains	Rare	GTC	"({T}: Add {R} or {W}.)
As Sacred Foundry enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped."	Not a Creature	Not a Creature	Not a Planeswalker	20	15	6	41
471	Sacred Foundry		0.0	[]	Land — Mountain Plains	Rare	GRN	"({T}: Add {R} or {W}.)
As Sacred Foundry enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped."	Not a Creature	Not a Creature	Not a Planeswalker	20	15	6	41
472	Stomping Ground		0.0	[]	Land — Mountain Forest	Rare	GTC	"({T}: Add {R} or {G}.)
As Stomping Ground enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped."	Not a Creature	Not a Creature	Not a Planeswalker	59	43	34	136
473	Stomping Ground		0.0	[]	Land — Mountain Forest	Rare	RNA	"({T}: Add {R} or {G}.)
As Stomping Ground enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped."	Not a Creature	Not a Creature	Not a Planeswalker	59	43	34	136
474	Thespian's Stage		0.0	[]	Land	Rare	GTC	"{T}: Add {C}.
{2}, {T}: Thespian's Stage becomes a copy of target land, except it has this ability."	Not a Creature	Not a Creature	Not a Planeswalker	36	40	132	208
475	Watery Grave		0.0	[]	Land — Island Swamp	Rare	GTC	"({T}: Add {U} or {B}.)
As Watery Grave enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped."	Not a Creature	Not a Creature	Not a Planeswalker	256	184	403	843
476	Watery Grave		0.0	[]	Land — Island Swamp	Rare	GRN	"({T}: Add {U} or {B}.)
As Watery Grave enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped."	Not a Creature	Not a Creature	Not a Planeswalker	256	184	403	843
477	Aetherling	{4}{U}{U}	6.0	['Blue']	Creature — Shapeshifter	Rare	DGM	"{U}: Exile Aetherling. Return it to the battlefield under its owner's control at the beginning of the next end step.
{U}: Aetherling can't be blocked this turn.
{1}: Aetherling gets +1/-1 until end of turn.
{1}: Aetherling gets -1/+1 until end of turn."	4	5	Not a Planeswalker	3	0	0	3
478	Blood Baron of Vizkopa	{3}{W}{B}	5.0	['Black', 'White']	Creature — Vampire	Mythic	DGM	"Lifelink, protection from white and from black
As long as you have 30 or more life and an opponent has 10 or less life, Blood Baron of Vizkopa gets +6/+6 and has flying."	4	4	Not a Planeswalker	25	15	4	44
479	Gaze of Granite	{X}{B}{B}{G}	3.0	['Black', 'Green']	Sorcery	Rare	DGM	Destroy each nonland permanent with converted mana cost X or less.	Not a Creature	Not a Creature	Not a Planeswalker	0	0	1	1
480	Hidden Strings	{1}{U}	2.0	['Blue']	Sorcery	Common	DGM	"You may tap or untap target permanent, then you may tap or untap another target permanent.
Cipher (Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)"	Not a Creature	Not a Creature	Not a Planeswalker	48	40	132	220
481	Possibility Storm	{3}{R}{R}	5.0	['Red']	Enchantment	Rare	DGM	Whenever a player casts a spell from their hand, that player exiles it, then exiles cards from the top of their library until they exile a card that shares a card type with it. That player may cast that card without paying its mana cost. Then they put all cards exiled with Possibility Storm on the bottom of their library in a random order.	Not a Creature	Not a Creature	Not a Planeswalker	4	0	4	8
482	Render Silent	{W}{U}{U}	3.0	['Blue', 'White']	Instant	Rare	DGM	Counter target spell. Its controller can't cast spells this turn.	Not a Creature	Not a Creature	Not a Planeswalker	0	0	1	1
483	Skylasher	{1}{G}	2.0	['Green']	Creature — Insect	Rare	DGM	"Flash
This spell can't be countered.
Reach, protection from blue"	2	2	Not a Planeswalker	1	1	0	2
484	Unflinching Courage	{1}{G}{W}	3.0	['Green', 'White']	Enchantment — Aura	Uncommon	DGM	"Enchant creature
Enchanted creature gets +2/+2 and has trample and lifelink. (Damage dealt by a creature with lifelink also causes its controller to gain that much life.)"	Not a Creature	Not a Creature	Not a Planeswalker	0	4	0	4
485	Voice of Resurgence	{G}{W}	2.0	['Green', 'White']	Creature — Elemental	Mythic	DGM	"Whenever an opponent casts a spell during your turn or when Voice of Resurgence dies, create a green and white Elemental creature token with ""This creature's power and toughness are each equal to the number of creatures you control."""	2	2	Not a Planeswalker	7	1	10	18
486	Wear	{1}{R}	3.0	['Red']	Instant	Uncommon	DGM	"Destroy target artifact.
Fuse (You may cast one or both halves of this card from your hand.)"	Not a Creature	Not a Creature	Not a Planeswalker	0	1	0	1
487	Archangel of Thune	{3}{W}{W}	5.0	['White']	Creature — Angel	Mythic	M14	"Flying
Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Whenever you gain life, put a +1/+1 counter on each creature you control."	3	4	Not a Planeswalker	6	1	1	8
488	Brave the Elements	{W}	1.0	['White']	Instant	Uncommon	M14	Choose a color. White creatures you control gain protection from the chosen color until end of turn.	Not a Creature	Not a Creature	Not a Planeswalker	5	0	0	5
489	Burning Earth	{3}{R}	4.0	['Red']	Enchantment	Rare	M14	Whenever a player taps a nonbasic land for mana, Burning Earth deals 1 damage to that player.	Not a Creature	Not a Creature	Not a Planeswalker	2	1	0	3
490	Chandra, Pyromaster	{2}{R}{R}	4.0	['Red']	Legendary Planeswalker — Chandra	Mythic	M14	"[+1]: Chandra, Pyromaster deals 1 damage to target player or planeswalker and 1 damage to up to one target creature that player or that planeswalker's controller controls. That creature can't block this turn.
[0]: Exile the top card of your library. You may play it this turn.
[−7]: Exile the top ten cards of your library. Choose an instant or sorcery card exiled this way and copy it three times. You may cast the copies without paying their mana costs."	Not a Creature	Not a Creature	4	0	1	0	1
491	Chandra, Pyromaster	{2}{R}{R}	4.0	['Red']	Legendary Planeswalker — Chandra	Mythic	M15	"[+1]: Chandra, Pyromaster deals 1 damage to target player or planeswalker and 1 damage to up to one target creature that player or that planeswalker's controller controls. That creature can't block this turn.
[0]: Exile the top card of your library. You may play it this turn.
[−7]: Exile the top ten cards of your library. Choose an instant or sorcery card exiled this way and copy it three times. You may cast the copies without paying their mana costs."	Not a Creature	Not a Creature	4	0	1	0	1
492	Doom Blade	{1}{B}	2.0	['Black']	Instant	Uncommon	M14	Destroy target nonblack creature.	Not a Creature	Not a Creature	Not a Planeswalker	3	3	3	9
493	Duress	{B}	1.0	['Black']	Sorcery	Common	M14	Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.	Not a Creature	Not a Creature	Not a Planeswalker	74	30	48	152
494	Duress	{B}	1.0	['Black']	Sorcery	Common	DTK	Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.	Not a Creature	Not a Creature	Not a Planeswalker	74	30	48	152
495	Duress	{B}	1.0	['Black']	Sorcery	Common	XLN	Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.	Not a Creature	Not a Creature	Not a Planeswalker	74	30	48	152
496	Duress	{B}	1.0	['Black']	Sorcery	Common	M19	Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.	Not a Creature	Not a Creature	Not a Planeswalker	74	30	48	152
497	Duress	{B}	1.0	['Black']	Sorcery	Common	M20	Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.	Not a Creature	Not a Creature	Not a Planeswalker	74	30	48	152
498	Elvish Mystic	{G}	1.0	['Green']	Creature — Elf Druid	Common	M14	{T}: Add {G}.	1	1	Not a Planeswalker	76	51	15	142
499	Elvish Mystic	{G}	1.0	['Green']	Creature — Elf Druid	Common	M15	{T}: Add {G}.	1	1	Not a Planeswalker	76	51	15	142
500	Essence Scatter	{1}{U}	2.0	['Blue']	Instant	Common	M14	Counter target creature spell.	Not a Creature	Not a Creature	Not a Planeswalker	8	3	8	19
501	Essence Scatter	{1}{U}	2.0	['Blue']	Instant	Common	AKH	Counter target creature spell.	Not a Creature	Not a Creature	Not a Planeswalker	8	3	8	19
502	Essence Scatter	{1}{U}	2.0	['Blue']	Instant	Common	M19	Counter target creature spell.	Not a Creature	Not a Creature	Not a Planeswalker	8	3	8	19
503	Fiendslayer Paladin	{1}{W}{W}	3.0	['White']	Creature — Human Knight	Rare	M14	"First strike (This creature deals combat damage before creatures without first strike.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Fiendslayer Paladin can't be the target of black or red spells your opponents control."	2	2	Not a Planeswalker	1	1	2	4
504	Fog	{G}	1.0	['Green']	Instant	Common	M14	Prevent all combat damage that would be dealt this turn.	Not a Creature	Not a Creature	Not a Planeswalker	2	1	4	7
505	Gladecover Scout	{G}	1.0	['Green']	Creature — Elf Scout	Common	M14	Hexproof (This creature can't be the target of spells or abilities your opponents control.)	1	1	Not a Planeswalker	0	4	0	4
506	Lifebane Zombie	{1}{B}{B}	3.0	['Black']	Creature — Zombie Warrior	Rare	M14	"Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
When Lifebane Zombie enters the battlefield, target opponent reveals their hand. You choose a green or white creature card from it and exile that card."	3	1	Not a Planeswalker	2	3	1	6
507	Mutavault		0.0	[]	Land	Rare	M14	"{T}: Add {C}.
{1}: Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land."	Not a Creature	Not a Creature	Not a Planeswalker	417	193	226	836
508	Negate	{1}{U}	2.0	['Blue']	Instant	Common	M14	Counter target noncreature spell.	Not a Creature	Not a Creature	Not a Planeswalker	18	10	7	35
509	Negate	{1}{U}	2.0	['Blue']	Instant	Common	M15	Counter target noncreature spell.	Not a Creature	Not a Creature	Not a Planeswalker	18	10	7	35
510	Negate	{1}{U}	2.0	['Blue']	Instant	Common	DTK	Counter target noncreature spell.	Not a Creature	Not a Creature	Not a Planeswalker	18	10	7	35
511	Negate	{1}{U}	2.0	['Blue']	Instant	Common	ORI	Counter target noncreature spell.	Not a Creature	Not a Creature	Not a Planeswalker	18	10	7	35
512	Negate	{1}{U}	2.0	['Blue']	Instant	Common	OGW	Counter target noncreature spell.	Not a Creature	Not a Creature	Not a Planeswalker	18	10	7	35
513	Negate	{1}{U}	2.0	['Blue']	Instant	Common	AER	Counter target noncreature spell.	Not a Creature	Not a Creature	Not a Planeswalker	18	10	7	35
514	Negate	{1}{U}	2.0	['Blue']	Instant	Common	RIX	Counter target noncreature spell.	Not a Creature	Not a Creature	Not a Planeswalker	18	10	7	35
515	Negate	{1}{U}	2.0	['Blue']	Instant	Common	M20	Counter target noncreature spell.	Not a Creature	Not a Creature	Not a Planeswalker	18	10	7	35
516	Planar Cleansing	{3}{W}{W}{W}	6.0	['White']	Sorcery	Rare	M14	Destroy all nonland permanents.	Not a Creature	Not a Creature	Not a Planeswalker	1	0	0	1
517	Planar Cleansing	{3}{W}{W}{W}	6.0	['White']	Sorcery	Rare	M20	Destroy all nonland permanents.	Not a Creature	Not a Creature	Not a Planeswalker	1	0	0	1
518	Ratchet Bomb	{2}	2.0	[]	Artifact	Rare	M14	"{T}: Put a charge counter on Ratchet Bomb.
{T}, Sacrifice Ratchet Bomb: Destroy each nonland permanent with converted mana cost equal to the number of charge counters on Ratchet Bomb."	Not a Creature	Not a Creature	Not a Planeswalker	5	7	8	20
519	Scavenging Ooze	{1}{G}	2.0	['Green']	Creature — Ooze	Rare	M14	{G}: Exile target card from a graveyard. If it was a creature card, put a +1/+1 counter on Scavenging Ooze and you gain 1 life.	2	2	Not a Planeswalker	31	19	51	101
520	Shock	{R}	1.0	['Red']	Instant	Common	M14	Shock deals 2 damage to any target.	Not a Creature	Not a Creature	Not a Planeswalker	19	7	31	57
521	Shock	{R}	1.0	['Red']	Instant	Common	AER	Shock deals 2 damage to any target.	Not a Creature	Not a Creature	Not a Planeswalker	19	7	31	57
522	Shock	{R}	1.0	['Red']	Instant	Common	M19	Shock deals 2 damage to any target.	Not a Creature	Not a Creature	Not a Planeswalker	19	7	31	57
523	Shock	{R}	1.0	['Red']	Instant	Common	M20	Shock deals 2 damage to any target.	Not a Creature	Not a Creature	Not a Planeswalker	19	7	31	57
524	Silence	{W}	1.0	['White']	Instant	Rare	M14	Your opponents can't cast spells this turn. (Spells cast before this resolves are unaffected.)	Not a Creature	Not a Creature	Not a Planeswalker	3	3	0	6
525	Tidebinder Mage	{U}{U}	2.0	['Blue']	Creature — Merfolk Wizard	Rare	M14	When Tidebinder Mage enters the battlefield, tap target red or green creature an opponent controls. That creature doesn't untap during its controller's untap step for as long as you control Tidebinder Mage.	2	2	Not a Planeswalker	4	4	0	8
526	Tome Scour	{U}	1.0	['Blue']	Sorcery	Common	M14	Target player puts the top five cards of their library into their graveyard.	Not a Creature	Not a Creature	Not a Planeswalker	6	2	33	41
527	Witchstalker	{1}{G}{G}	3.0	['Green']	Creature — Wolf	Rare	M14	"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Whenever an opponent casts a blue or black spell during your turn, put a +1/+1 counter on Witchstalker."	3	3	Not a Planeswalker	0	2	0	2
528	Young Pyromancer	{1}{R}	2.0	['Red']	Creature — Human Shaman	Uncommon	M14	Whenever you cast an instant or sorcery spell, create a 1/1 red Elemental creature token.	2	1	Not a Planeswalker	18	8	0	26
529	Anger of the Gods	{1}{R}{R}	3.0	['Red']	Sorcery	Rare	THS	Anger of the Gods deals 3 damage to each creature. If a creature dealt damage this way would die this turn, exile it instead.	Not a Creature	Not a Creature	Not a Planeswalker	15	9	34	58
530	Annul	{U}	1.0	['Blue']	Instant	Common	THS	Counter target artifact or enchantment spell.	Not a Creature	Not a Creature	Not a Planeswalker	8	3	2	13
531	Ashiok, Nightmare Weaver	{1}{U}{B}	3.0	['Black', 'Blue']	Legendary Planeswalker — Ashiok	Mythic	THS	"[+2]: Exile the top three cards of target opponent's library.
−X: Put a creature card with converted mana cost X exiled with Ashiok, Nightmare Weaver onto the battlefield under your control. That creature is a Nightmare in addition to its other types.
[−10]: Exile all cards from all opponents' hands and graveyards."	Not a Creature	Not a Creature	3	28	20	36	84
532	Bow of Nylea	{1}{G}{G}	3.0	['Green']	Legendary Enchantment Artifact	Rare	THS	"Attacking creatures you control have deathtouch.
{1}{G}, {T}: Choose one —
• Put a +1/+1 counter on target creature.
• Bow of Nylea deals 2 damage to target creature with flying.
• You gain 3 life.
• Put up to four target cards from your graveyard on the bottom of your library in any order."	Not a Creature	Not a Creature	Not a Planeswalker	0	0	1	1
533	Chained to the Rocks	{W}	1.0	['White']	Enchantment — Aura	Rare	THS	"Enchant Mountain you control
When Chained to the Rocks enters the battlefield, exile target creature an opponent controls until Chained to the Rocks leaves the battlefield. (That creature returns under its owner's control.)"	Not a Creature	Not a Creature	Not a Planeswalker	1	0	0	1
534	Commune with the Gods	{1}{G}	2.0	['Green']	Sorcery	Common	THS	Reveal the top five cards of your library. You may put a creature or enchantment card from among them into your hand. Put the rest into your graveyard.	Not a Creature	Not a Creature	Not a Planeswalker	2	12	3	17
535	Dark Betrayal	{B}	1.0	['Black']	Instant	Uncommon	THS	Destroy target black creature.	Not a Creature	Not a Creature	Not a Planeswalker	0	1	1	2
536	Destructive Revelry	{R}{G}	2.0	['Green', 'Red']	Instant	Uncommon	THS	Destroy target artifact or enchantment. Destructive Revelry deals 2 damage to that permanent's controller.	Not a Creature	Not a Creature	Not a Planeswalker	0	0	1	1
537	Elspeth, Sun's Champion	{4}{W}{W}	6.0	['White']	Legendary Planeswalker — Elspeth	Mythic	THS	"[+1]: Create three 1/1 white Soldier creature tokens.
[−3]: Destroy all creatures with power 4 or greater.
[−7]: You get an emblem with ""Creatures you control get +2/+2 and have flying."""	Not a Creature	Not a Creature	4	29	10	7	46
538	Favored Hoplite	{W}	1.0	['White']	Creature — Human Soldier	Uncommon	THS	Heroic — Whenever you cast a spell that targets Favored Hoplite, put a +1/+1 counter on Favored Hoplite and prevent all damage that would be dealt to it this turn.	1	2	Not a Planeswalker	4	4	10	18
539	Fleecemane Lion	{G}{W}	2.0	['Green', 'White']	Creature — Cat	Rare	THS	"{3}{G}{W}: Monstrosity 1. (If this creature isn't monstrous, put a +1/+1 counter on it and it becomes monstrous.)
As long as Fleecemane Lion is monstrous, it has hexproof and indestructible."	3	3	Not a Planeswalker	0	0	2	2
540	Glare of Heresy	{1}{W}	2.0	['White']	Sorcery	Uncommon	THS	Exile target white permanent.	Not a Creature	Not a Creature	Not a Planeswalker	5	4	16	25
541	Gods Willing	{W}	1.0	['White']	Instant	Common	THS	"Target creature you control gains protection from the color of your choice until end of turn. (It can't be blocked, targeted, dealt damage, enchanted, or equipped by anything of that color.)
Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)"	Not a Creature	Not a Creature	Not a Planeswalker	5	0	0	5
542	Gods Willing	{W}	1.0	['White']	Instant	Uncommon	M20	"Target creature you control gains protection from the color of your choice until end of turn. (It can't be blocked, targeted, dealt damage, enchanted, or equipped by anything of that color.)
Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)"	Not a Creature	Not a Creature	Not a Planeswalker	5	0	0	5
543	Gray Merchant of Asphodel	{3}{B}{B}	5.0	['Black']	Creature — Zombie	Common	THS	When Gray Merchant of Asphodel enters the battlefield, each opponent loses X life, where X is your devotion to black. You gain life equal to the life lost this way. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)	2	4	Not a Planeswalker	2	0	0	2
544	Gray Merchant of Asphodel	{3}{B}{B}	5.0	['Black']	Creature — Zombie	Uncommon	THB	When Gray Merchant of Asphodel enters the battlefield, each opponent loses X life, where X is your devotion to black. You gain life equal to the life lost this way. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)	2	4	Not a Planeswalker	2	0	0	2
545	Gray Merchant of Asphodel	{3}{B}{B}	5.0	['Black']	Creature — Zombie	Uncommon	THB	When Gray Merchant of Asphodel enters the battlefield, each opponent loses X life, where X is your devotion to black. You gain life equal to the life lost this way. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)	2	4	Not a Planeswalker	2	0	0	2
546	Heliod, God of the Sun	{3}{W}	4.0	['White']	Legendary Enchantment Creature — God	Mythic	THS	"Indestructible
As long as your devotion to white is less than five, Heliod isn't a creature. (Each {W} in the mana costs of permanents you control counts toward your devotion to white.)
Other creatures you control have vigilance.
{2}{W}{W}: Create a 2/1 white Cleric enchantment creature token."	5	6	Not a Planeswalker	4	0	0	4
547	Hero's Downfall	{1}{B}{B}	3.0	['Black']	Instant	Rare	THS	Destroy target creature or planeswalker.	Not a Creature	Not a Creature	Not a Planeswalker	22	17	109	148
548	Last Breath	{1}{W}	2.0	['White']	Instant	Common	THS	Exile target creature with power 2 or less. Its controller gains 4 life.	Not a Creature	Not a Creature	Not a Planeswalker	0	1	0	1
549	Lightning Strike	{1}{R}	2.0	['Red']	Instant	Common	THS	Lightning Strike deals 3 damage to any target.	Not a Creature	Not a Creature	Not a Planeswalker	99	50	150	299
550	Lightning Strike	{1}{R}	2.0	['Red']	Instant	Common	M15	Lightning Strike deals 3 damage to any target.	Not a Creature	Not a Creature	Not a Planeswalker	99	50	150	299
551	Lightning Strike	{1}{R}	2.0	['Red']	Instant	Uncommon	XLN	Lightning Strike deals 3 damage to any target.	Not a Creature	Not a Creature	Not a Planeswalker	99	50	150	299
552	Lightning Strike	{1}{R}	2.0	['Red']	Instant	Uncommon	M19	Lightning Strike deals 3 damage to any target.	Not a Creature	Not a Creature	Not a Planeswalker	99	50	150	299
553	Master of Waves	{3}{U}	4.0	['Blue']	Creature — Merfolk Wizard	Mythic	THS	"Protection from red
Elemental creatures you control get +1/+1.
When Master of Waves enters the battlefield, create a number of 1/0 blue Elemental creature tokens equal to your devotion to blue. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)"	2	1	Not a Planeswalker	8	3	6	17
554	Mistcutter Hydra	{X}{G}	1.0	['Green']	Creature — Hydra	Rare	THS	"This spell can't be countered.
Haste, protection from blue
Mistcutter Hydra enters the battlefield with X +1/+1 counters on it."	0	0	Not a Planeswalker	5	0	4	9
555	Mogis's Marauder	{2}{B}	3.0	['Black']	Creature — Human Berserker	Uncommon	THS	When Mogis's Marauder enters the battlefield, up to X target creatures each gain intimidate and haste until end of turn, where X is your devotion to black. (A creature with intimidate can't be blocked except by artifact creatures and/or creatures that share a color with it. Each {B} in the mana costs of permanents you control counts toward your devotion to black.)	2	2	Not a Planeswalker	0	0	3	3
556	Nykthos, Shrine to Nyx		0.0	[]	Legendary Land	Rare	THS	"{T}: Add {C}.
{2}, {T}: Choose a color. Add an amount of mana of that color equal to your devotion to that color. (Your devotion to a color is the number of mana symbols of that color in the mana costs of permanents you control.)"	Not a Creature	Not a Creature	Not a Planeswalker	77	31	89	197
557	Nylea, God of the Hunt	{3}{G}	4.0	['Green']	Legendary Enchantment Creature — God	Mythic	THS	"Indestructible
As long as your devotion to green is less than five, Nylea isn't a creature. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)
Other creatures you control have trample.
{3}{G}: Target creature gets +2/+2 until end of turn."	6	6	Not a Planeswalker	1	0	0	1
558	Soldier of the Pantheon	{W}	1.0	['White']	Creature — Human Soldier	Rare	THS	"Protection from multicolored
Whenever an opponent casts a multicolored spell, you gain 1 life."	2	1	Not a Planeswalker	4	4	0	8
559	Stormbreath Dragon	{3}{R}{R}	5.0	['Red']	Creature — Dragon	Mythic	THS	"Flying, haste, protection from white
{5}{R}{R}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
When Stormbreath Dragon becomes monstrous, it deals damage to each opponent equal to the number of cards in that player's hand."	4	4	Not a Planeswalker	6	0	0	6
560	Swan Song	{U}	1.0	['Blue']	Instant	Rare	THS	Counter target enchantment, instant, or sorcery spell. Its controller creates a 2/2 blue Bird creature token with flying.	Not a Creature	Not a Creature	Not a Planeswalker	4	1	0	5
561	Sylvan Caryatid	{1}{G}	2.0	['Green']	Creature — Plant	Rare	THS	"Defender, hexproof
{T}: Add one mana of any color."	0	3	Not a Planeswalker	172	86	76	334
562	Temple of Abandon		0.0	[]	Land	Rare	THS	"Temple of Abandon enters the battlefield tapped.
When Temple of Abandon enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {R} or {G}."	Not a Creature	Not a Creature	Not a Planeswalker	5	1	5	11
563	Temple of Abandon		0.0	[]	Land	Rare	THB	"Temple of Abandon enters the battlefield tapped.
When Temple of Abandon enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {R} or {G}."	Not a Creature	Not a Creature	Not a Planeswalker	5	1	5	11
564	Temple of Abandon		0.0	[]	Land	Rare	THB	"Temple of Abandon enters the battlefield tapped.
When Temple of Abandon enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {R} or {G}."	Not a Creature	Not a Creature	Not a Planeswalker	5	1	5	11
565	Temple of Deceit		0.0	[]	Land	Rare	THS	"Temple of Deceit enters the battlefield tapped.
When Temple of Deceit enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {U} or {B}."	Not a Creature	Not a Creature	Not a Planeswalker	26	25	19	70
566	Temple of Deceit		0.0	[]	Land	Rare	THB	"Temple of Deceit enters the battlefield tapped.
When Temple of Deceit enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {U} or {B}."	Not a Creature	Not a Creature	Not a Planeswalker	26	25	19	70
567	Temple of Deceit		0.0	[]	Land	Rare	THB	"Temple of Deceit enters the battlefield tapped.
When Temple of Deceit enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {U} or {B}."	Not a Creature	Not a Creature	Not a Planeswalker	26	25	19	70
568	Temple of Mystery		0.0	[]	Land	Rare	THS	"Temple of Mystery enters the battlefield tapped.
When Temple of Mystery enters the battlefield, scry 1.
{T}: Add {G} or {U}."	Not a Creature	Not a Creature	Not a Planeswalker	30	43	109	182
569	Temple of Mystery		0.0	[]	Land	Rare	M20	"Temple of Mystery enters the battlefield tapped.
When Temple of Mystery enters the battlefield, scry 1.
{T}: Add {G} or {U}."	Not a Creature	Not a Creature	Not a Planeswalker	30	43	109	182
570	Temple of Silence		0.0	[]	Land	Rare	THS	"Temple of Silence enters the battlefield tapped.
When Temple of Silence enters the battlefield, scry 1.
{T}: Add {W} or {B}."	Not a Creature	Not a Creature	Not a Planeswalker	6	2	8	16
571	Temple of Silence		0.0	[]	Land	Rare	M20	"Temple of Silence enters the battlefield tapped.
When Temple of Silence enters the battlefield, scry 1.
{T}: Add {W} or {B}."	Not a Creature	Not a Creature	Not a Planeswalker	6	2	8	16
572	Temple of Triumph		0.0	[]	Land	Rare	THS	"Temple of Triumph enters the battlefield tapped.
When Temple of Triumph enters the battlefield, scry 1.
{T}: Add {R} or {W}."	Not a Creature	Not a Creature	Not a Planeswalker	0	1	2	3
573	Temple of Triumph		0.0	[]	Land	Rare	M20	"Temple of Triumph enters the battlefield tapped.
When Temple of Triumph enters the battlefield, scry 1.
{T}: Add {R} or {W}."	Not a Creature	Not a Creature	Not a Planeswalker	0	1	2	3
574	Thassa, God of the Sea	{2}{U}	3.0	['Blue']	Legendary Enchantment Creature — God	Mythic	THS	"Indestructible
As long as your devotion to blue is less than five, Thassa isn't a creature. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)
At the beginning of your upkeep, scry 1.
{1}{U}: Target creature you control can't be blocked this turn."	5	5	Not a Planeswalker	12	1	7	20
575	Thoughtseize	{B}	1.0	['Black']	Sorcery	Rare	THS	Target player reveals their hand. You choose a nonland card from it. That player discards that card. You lose 2 life.	Not a Creature	Not a Creature	Not a Planeswalker	554	285	663	1502
576	Titan's Strength	{R}	1.0	['Red']	Instant	Common	THS	Target creature gets +3/+1 until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)	Not a Creature	Not a Creature	Not a Planeswalker	7	0	0	7
577	Titan's Strength	{R}	1.0	['Red']	Instant	Common	ORI	Target creature gets +3/+1 until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)	Not a Creature	Not a Creature	Not a Planeswalker	7	0	0	7
578	Xenagos, the Reveler	{2}{R}{G}	4.0	['Green', 'Red']	Legendary Planeswalker — Xenagos	Mythic	THS	"[+1]: Add X mana in any combination of {R} and/or {G}, where X is the number of creatures you control.
[0]: Create a 2/2 red and green Satyr creature token with haste.
[−6]: Exile the top seven cards of your library. You may put any number of creature and/or land cards from among them onto the battlefield."	Not a Creature	Not a Creature	3	0	1	0	1
579	Aspect of Hydra	{G}	1.0	['Green']	Instant	Common	BNG	Target creature gets +X/+X until end of turn, where X is your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)	Not a Creature	Not a Creature	Not a Planeswalker	12	0	0	12
580	Courser of Kruphix	{1}{G}{G}	3.0	['Green']	Enchantment Creature — Centaur	Rare	BNG	"Play with the top card of your library revealed.
You may play the top card of your library if it's a land card.
Whenever a land enters the battlefield under your control, you gain 1 life."	2	4	Not a Planeswalker	29	2	60	91
