arrest_stats_id,team,team_name,team_preffered_name,team_city,team_conference,team_division,name,position,position_name,position_type,category,crime_category,description,outcome,season,arrestseasonstate,month,day,day_of_week
80,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Erin Henderson,LB,Linebacker,D,"DUI, drugs",DUI,Accused of drunken driving for second time since November after allegedly crashing into trees in parking lot. Also accused of marijuana possession.,"Pleaded guilty to fourth-degree intoxicated driving, two years probation. Team released him next month.",2014,OffSeason,1,1,Wednesday
86,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Erin Henderson,LB,Linebacker,D,DUI,DUI,"Failed breath test during traffic stop, suspected of drunk driving with blood-alcohol measured at 0.11. He said police didn't have grounds to stop his car.","Pleaded guilty to careless driving, one year of probation, 40 hours community service.",2013,InSeason,11,19,Tuesday
85,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,A.J. Jefferson,CB,Cornerback,D,Domestic violence,Domestic Violence,Taken to jail by Eden Prairie police on probable cause of domestic assault.,"Pleaded guilty to misdemeanor, suspended jail sentence. Cut by team hours later.",2013,InSeason,11,25,Monday
170,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Jerome Felton,FB,Fullback,O,DUI,DUI,Arrested on DUI charge in drive-thru lane at McDonald's.,Resolution undetermined.,2012,OffSeason,6,2,Saturday
172,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Caleb King,RB,Running Back,O,Assault,Assault / Battery,Accused of third-degree assault in incident that put another man in the hospital with a skull fracture.,Resolution undetermined. Released from team after the weekend.,2012,OffSeason,4,28,Saturday
190,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Benny Sapp,CB,Cornerback,D,Assault,Assault / Battery,Accused of fifth-degree assault and careless driving after dispute with security guard who tried to detain him at hospital.,--,2011,InSeason,12,30,Friday
196,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Chris Cook,CB,Cornerback,D,Domestic violence,Domestic Violence,Accused of domestic assault after neighbor called 911 to report argument.,Acquitted. Team suspended without pay him after arrest.,2011,InSeason,10,22,Saturday
229,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Chris Cook,CB,Cornerback,D,Gun,Gun,Accused of brandishing a gun during an argument in Virginia with a neighbor.,Charge dropped.,2011,OffSeason,3,12,Saturday
199,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Tyrell Johnson,S,Safety,D,DUI,DUI,Accused of fourth-degree drunken driving with blood-alcohol content of 0.12.,Resolution undetermined.,2011,InSeason,9,20,Tuesday
201,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Rhett Bomar,QB,Quarterback,O,DUI,DUI,"Accused of third-degree drunk driving in Mankato, Minn.",Resolution undetermined.,2011,OffSeason,8,7,Sunday
235,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Everson Griffen,DE,Defensive End,D,Assault,Assault / Battery,"Pulled over near USC campus, subdued by Taser after allegedly assaulting officer during traffic stop.","Pleaded guilty to reduced charge, $10,000 fine, three years probation.",2011,OffSeason,1,31,Monday
236,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Everson Griffen,DE,Defensive End,D,Public intoxication,Alcohol / Disorderly,"Accused of being drunk in public in Hollywood, Calif.",Charge dropped.,2011,OffSeason,1,29,Saturday
306,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Cedric Griffin,CB,Cornerback,D,DUI,DUI,"Accused of drunken driving after voluntarily pulling, possibly because he felt he was too impaired to drive in Minnesota.","Pleaded guilty to misdemeanor, two years probation, two days community service, $300 fine.",2009,OffSeason,8,30,Sunday
452,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Cedric Griffin,CB,Cornerback,D,Disorderly conduct,Alcohol / Disorderly,Accused of getting into ruckus with bouncers and police after getting kicked out of Minneapolis club for letting his pants sag too low.,"Diversion program. Charge dropped if he stayed out of trouble and club, $1,000 in costs.",2007,OffSeason,4,15,Sunday
398,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Bryant McKinnie,OT,Offensive Tackle,O,Battery,Assault / Battery,"Police report said he spit on nightclub security guard in Miami after being kicked out, accused of disorderly conduct, resisting arrest.",Resolution undetermined. NFL suspended him four games.,2008,OffSeason,2,24,Sunday
547,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Bryant McKinnie,OT,Offensive Tackle,O,"Disorderly conduct, sex",Sex,"One of four Vikings accused of taking part in ""love boat"" ride on Lake Minnetonka with naked dancers and sex acts, disorderly and lewd conduct.","Pleaded guilty to disorderly conduct and being a public nuisance, 48 hours community service, $1,000 fine.",2005,InSeason,12,15,Thursday
557,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Bryant McKinnie,OT,Offensive Tackle,O,Disorderly conduct,Alcohol / Disorderly,Accused of getting into a scuffle and refusing to leave a gas station and deli in Minneapolis.,Charge dropped.,2005,InSeason,9,26,Monday
655,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Bryant McKinnie,OT,Offensive Tackle,O,Obstruction,Other,"Accused of interfering with police in Miami, where he played college football.",Charge dropped.,2003,OffSeason,7,12,Saturday
414,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Darrion Scott,DE,Defensive End,D,Drugs,Drugs,"Pulled over in West Virginia, cited for possession of 7.1 grams of marijuana.",Resolution undetermined.,2007,InSeason,12,26,Wednesday
415,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Dwight Smith,S,Safety,D,Drugs,Drugs,"Pulled over in Minneapolis, cited for marijuana possession.","Pleaded guilty to obstructing traffic, and drug charge was dropped. Fined $200.",2007,InSeason,12,13,Thursday
499,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Dwight Smith,S,Safety,D,Sex,Sex,Accused of indecent conduct after being found with woman in a hotel stairwell in Minneapolis.,"Pleaded guilty, $1075 in fines and costs, 16 hours of community service.",2006,OffSeason,8,26,Saturday
586,TB,Buccaneers,Tampa Bay Buccaneers,Tampa Bay,NFC,South,Dwight Smith,S,Safety,D,Gun,Gun,Accused of pulling a pellet gun on fans who approached him in the drive-thru line at a McDonald's. Charged with aggravated assault.,Charge dropped.,2005,OffSeason,3,1,Tuesday
666,TB,Buccaneers,Tampa Bay Buccaneers,Tampa Bay,NFC,South,Dwight Smith,S,Safety,D,Gun,Gun,"Accused of flashing a gun at another motorist in Clearwater, Fla., during traffic dispute.","Pleaded guilty to brandishing gun, 25 hours of community service, one year of probation, $225 fine.",2003,OffSeason,4,16,Wednesday
451,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Ronyell Whitaker,CB,Cornerback,D,Outstanding warrant,License / Traffic,Accused of not appearing in court for previous reckless driving incident even though his attorney was there. Police later apologized.,Charge dropped.,2007,OffSeason,4,19,Thursday
474,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Travis Taylor,WR,Wide Receiver,O,Assault,Assault / Battery,Police used a Taser gun on him in scuffle outside Minneapolis nightclub. Accused of ignoring police orders and pushing an officer.,"Pleaded guilty to disorderly conduct, $1,000 fine, 48 hours community service, 90-day suspended sentence.",2007,OffSeason,1,1,Monday
501,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Koren Robinson,WR,Wide Receiver,O,DUI,DUI,Accused of fleeing police and drunk driving after leading police on a high-speed chase in Minnesota.,"Pleaded no contest to felony in plea deal, 90-day jail sentence for probation violation stemming form previous DUI.",2006,OffSeason,8,15,Tuesday
581,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Koren Robinson,WR,Wide Receiver,O,DUI,DUI,"Pulled over in Seattle suburb, accused of drunk driving. Blood-alcohol of .191","Pleaded guilty, two years probation, one day in jail, fined $2, 137.",2005,OffSeason,5,6,Friday
672,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Koren Robinson,WR,Wide Receiver,O,Disorderly conduct,Alcohol / Disorderly,"Accused of being unruly and failing to disperse after being told to leave the street outside a crowded nightclub in Durham, N.C.",Resolution undetermined.,2003,OffSeason,2,1,Saturday
549,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Daunte Culpepper,QB,Quarterback,O,"Disorderly conduct, sex",Sex,"One of four Vikings accused of taking part in ""love boat"" ride on Lake Minnetonka with naked dancers and sex acts, disorderly and lewd conduct.",Charge dropped.,2005,InSeason,12,15,Thursday
550,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Fred Smoot,CB,Cornerback,D,"Disorderly conduct, sex",Sex,"One of four Vikings accused of taking part in ""love boat"" ride on Lake Minnetonka with naked dancers and sex acts, disorderly and lewd conduct.","Pleaded guilty to disorderly conduct and being a public nuisance, 48 hours community service, $1,000 fine.",2005,InSeason,12,15,Thursday
551,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Moe Williams,RB,Running Back,O,"Disorderly conduct, sex",Sex,"One of four Vikings accused of taking part in ""love boat"" ride on Lake Minnetonka with naked dancers and sex acts, disorderly and lewd conduct.","Found guilty of disorderly conduct, 30 hours community service, $300 fine.",2005,InSeason,12,15,Thursday
296,TB,Buccaneers,Tampa Bay Buccaneers,Tampa Bay,NFC,South,Marcus Johnson,OG,Offensive Guard,O,DUI,DUI,"Suspected of DUI after being found asleep in a Chevy Impala at 4 a.m. in Tampa, Fla., refused breath tests.",Resolution undetermined. Cut by team less then 12 hours later.,2009,InSeason,10,27,Tuesday
558,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Marcus Johnson,OG,Offensive Guard,O,Disorderly conduct,Alcohol / Disorderly,Accused of getting into a scuffle and refusing to leave a gas station and deli in Minneapolis.,Charge dropped.,2005,InSeason,9,26,Monday
562,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Kevin Williams,DT,Defensive Tackle,D,Domestic violence,Domestic Violence,Accused of domestic assault in dispute with his wife at his home.,"Pleaded guilty to disorderly conduct, $1,000 fine, one year of probation.",2005,OffSeason,8,28,Sunday
637,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Kevin Williams,DT,Defensive Tackle,D,DUI,DUI,"Pulled over in Edina, Min., accused of drunk driving. Blood-alcohol measured at .14.","Pleaded guilty to careless driving, $300 fine, 30-day suspended sentence.",2003,InSeason,11,17,Monday
436,MIA,Dolphins,Miami Dolphins,Miami,AFC,East,Kelly Campbell,WR,Wide Receiver,O,Drugs,Drugs,"Police approached his SUV in a ""known drug area"" of Atlanta, confiscated marijuana and Ecstasy pill.",Released by team two days after arrest.,2007,OffSeason,7,3,Tuesday
587,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Kelly Campbell,WR,Wide Receiver,O,"Gun, drugs",Gun,Pulled over and accused of marijuana possession and a gun that was reported stolen.,Pleaded to charge in deal with prosecutors.,2005,OffSeason,2,24,Thursday
613,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,E.J. Henderson,LB,Linebacker,D,Assault,Assault / Battery,Accused of assaulting a man outside a nightclub in the Minneapolis Warehouse District along with two teammates.,Charge dropped.,2004,OffSeason,6,6,Sunday
625,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,E.J. Henderson,LB,Linebacker,D,DUI,DUI,"Pulled over in Interstate 95 in Maryland, accused of drunk driving.","Convicted, two years of probation, $1,020 in fines and costs, ordered to attend shock trauma tour at hospital.",2004,OffSeason,4,10,Saturday
614,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Mike Nattiel,LB,Linebacker,D,Assault,Assault / Battery,Accused of assaulting a man outside a nightclub in the Minneapolis Warehouse District along with two teammates.,Charge dropped.,2004,OffSeason,6,6,Sunday
650,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Mike Nattiel,LB,Linebacker,D,DUI,DUI,Accused of drunk driving in Minnesota just hours before he was to report to the start of training camp in Mankato.,"Pleaded guilty to careless driving, 30-day suspended sentence, one year of probation.",2003,OffSeason,7,25,Friday
615,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Steve Farmer,TE,Tight End,O,Assault,Assault / Battery,Accused of assaulting a man outside a nightclub in the Minneapolis Warehouse District along with two teammates.,Charge dropped.,2004,OffSeason,6,6,Sunday
635,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Kenny Mixon,DE,Defensive End,D,DUI,DUI,"Pulled over in Deephaven, Min., accused of drunken driving. It was his third drunken driving arrest in the county in 16 months.","Found guilty, 216 hours of community service, 30 days in the county workhouse, 60 days house arrest.",2003,InSeason,11,18,Tuesday
675,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Kenny Mixon,DE,Defensive End,D,DUI,DUI,"Pulled over for speeding shortly after 3 a.m., accused of drunken driving, refusing sobriety test.",Acquitted by jury.,2003,OffSeason,1,3,Friday
692,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Kenny Mixon,DE,Defensive End,D,DUI,DUI,"Pulled over in Deephaven, Min., accused of drunken driving, refusing sobriety test.","Pleaded guilty, 30 days in the county workhouse or 16 days of community service within three months.",2002,OffSeason,7,23,Tuesday
687,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Randy Moss,WR,Wide Receiver,O,"Reckless driving, drugs",License / Traffic,"Accused of careless driving after the officer stepped in front of his car to prevent illegal turn. Moss pushed cop with car, where marijuana was found.","Pleaded guilty to misdemeanor careless driving, 40 hours of community service, 30-day jail sentence stayed.",2002,InSeason,9,24,Tuesday
763,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,John Davis,TE,Tight End,O,DUI,DUI,"Police said they found his vehicle stopped in the road with him sleeping behind wheel, accused of drunk driving in Wayzata, Minn.","Pleaded guilty to careless driving, fined $700, but $500 of it stayed along with 40-day jail sentence.",2000,InSeason,11,20,Monday
789,MIN,Vikings,Minnesota Vikings,Minneapolis,NFC,North,Chris Walsh,WR,Wide Receiver,O,DUI,DUI,"Pulled over near his home in Scottsdale, Ariz., accused of drunk driving. Blood-alcohol measured at .229.","Pleaded guilty to drunk driving, $1,277 fine, 12 days in jail, alcohol treatment.",2000,OffSeason,3,31,Friday
881,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Jeremy Lane,CB,Cornerback,D,DUI,DUI,Arrested 5:30 a.m. Sunday morning for suspicion of DUI.,Resolution Undetermined.,2018,OffSeason,1,14,Sunday
877,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Malik McDowell,DT,Defensive Tackle,D,Disorderly Conduct,Alcohol / Disorderly,"McDowell was arrested after a dispute at a bar in Atlanta, GA. He reportedly shouted profanity at cops during the arrest.",Resolution Undetermined.,2017,InSeason,12,10,Sunday
842,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Trevone Boykin,QB,Quarterback,O,Probation violation,Other,Suspected of violating probation with March 27 arrest. Probation stemmed from 2015 bar fight while at TCU.,Resolution undetermined.,2017,OffSeason,4,6,Thursday
840,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Trevone Boykin,QB,Quarterback,O,Drugs,Drugs,"Accused of marijuana possession, public intoxication. He was a passenger in a car involved in accident in Dallas.",Resolution undetermined.,2017,OffSeason,3,27,Monday
831,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Damontre Moore,DE,Defensive End,D,DUI,DUI,"Suspected of driving while intoxicated in King County, Washington.",Resolution undetermined.,2016,InSeason,12,17,Saturday
804,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Derrick Coleman,FB,Fullback,O,Hit and Run,Other,"Derrick Coleman was involved in a two car accident in Bellevue, WA where he allegedly fled the scene.",Resolution undetermined. Team suspended him.,2015,InSeason,10,15,Thursday
78,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Spencer Ware,RB,Running Back,O,DUI,DUI,"Pulled over by Washington State Patrol, suspected of drunken driving in Seattle.",Charge dropped after judge ruled the arresting officer lacked reasonable suspicion in traffic stop.,2014,OffSeason,1,12,Sunday
113,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Josh Portis,QB,Quarterback,O,DUI,DUI,"Pulled over for speeding by Washington State trooper, accused of drunken driving.",Resolution undetermined. Cut by team later that month.,2013,OffSeason,5,5,Sunday
137,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Leroy Hill,LB,Linebacker,D,Domestic violence,Domestic Violence,Accused of third-degree assault and unlawful imprisonment in dispute with girlfriend.,Charges dropped for lack of evidence. Not re-signed by Seattle.,2013,OffSeason,1,29,Tuesday
180,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Leroy Hill,LB,Linebacker,D,Drugs,Drugs,Accused of marijuana possession in Atlanta and report of strong odor coming from apartment.,Charge dropped.,2012,OffSeason,2,25,Saturday
275,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Leroy Hill,LB,Linebacker,D,Domestic violence,Domestic Violence,"Charged with investigation of assault in the fourth degree/domestic violence from dispute with girlfriend in Issaquah, Wash.","Diversion program, 18-month probation, treatment program.",2010,OffSeason,4,10,Saturday
339,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Leroy Hill,LB,Linebacker,D,Drugs,Drugs,Accused of possessing less than an ounce of marijuana after being found asleep behind the wheel of his car at an intersection in Georgia.,"Pleaded guilty to marijuana possession, 12 months of probation, $500 fine.",2009,OffSeason,1,24,Saturday
152,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,John Moffitt,OG,Offensive Guard,O,Disorderly conduct,Alcohol / Disorderly,"Banned from mall in Bellevue, Wash., in January 2012, he later was accused of trespassing there, obstrucing police and public urination.","Pleaded no contest to disorderly conduct, $1,407 fine, two-year suspended jail sentence.",2012,OffSeason,8,25,Saturday
159,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Marshawn Lynch,RB,Running Back,O,DUI,DUI,"Pulled over in Oakland, Calif., and taken to Santa Rita Jail on DUI charge.",Resolution undetermined.,2012,OffSeason,7,14,Saturday
332,BUF,Buffalo Bills,Buffalo Bills,Buffalo,AFC,East,Marshawn Lynch,RB,Running Back,O,"Guns, drugs",Gun,"Police in Culver City, Calif., said they checked car without tags and smelled marijuana, then found gun in trunk, plus marijuana cigarettes.","Pleaded guilty to misdemeanor gun charge, 80 hours community service, three years probation. No drug charge. NFL suspended him three games.",2009,OffSeason,2,11,Wednesday
372,BUF,Buffalo Bills,Buffalo Bills,Buffalo,AFC,East,Marshawn Lynch,RB,Running Back,O,Reckless driving,License / Traffic,"Accused of hitting woman with his Porsche SUV in Buffalo and driving away. Woman required seven stiches for cut, plus hip bruise.","Pleaded guilty to failure to exercise due care to pedestrian, license revoked, $150 fine and surcharge.",2008,OffSeason,5,31,Saturday
179,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Jarriel King,OT,Offensive Tackle,O,Sex,Sex,Charged with having forcible sex with woman in South Carolina who said she was intoxicated.,Resolution undetermined. Released by team after it learned of the arrest.,2012,OffSeason,2,26,Sunday
213,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Raheem Brock,DE,Defensive End,D,Theft,Theft / Burglary,Accused of walking out on $27 restaurant tab in Philadelphia. He said they canceled order before food arrived.,Acquitted.,2011,OffSeason,6,16,Thursday
245,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Raheem Brock,DE,Defensive End,D,DUI,DUI,Pulled over by University of Washington police on suspicion of drunken driving. Measured .13 on a Breathalyzer test.,Resolution undetermined.,2010,InSeason,11,13,Saturday
259,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Quinton Ganther,RB,Running Back,O,DUI,DUI,Pulled over on suspicion for two misdemeanor counts of driving under the influence in Sacramento. State limit for BAC is .08.,Resolution undetermined.,2010,OffSeason,7,3,Saturday
312,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Owen Schmitt,FB,Fullback,O,DUI,DUI,"Suspected of drunken driving after being seen by an officer weaving and following cars too closely in Black Diamond, Wa. Blood-alcohol measured at 0.151.","Pleaded guilty to reckless driving, one-year suspended jail sentence, 24 hours community service, $2,130 fines and fees.",2009,OffSeason,6,20,Saturday
376,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Lofa Tatupu,LB,Linebacker,D,DUI,DUI,"Pulled over in Kirkland, Wash., for speeding. Police measured blood-alcohol content at .155 or more.","Pleaded guilty, one day in jail, $1,255 fines and court costs.",2008,OffSeason,5,10,Saturday
384,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Rocky Bernard,DT,Defensive Tackle,D,Domestic violence,Domestic Violence,Accused of hitting his girlfriend in the head at Seattle nightclub.,"Diversion program, agreed to have no contact with woman for two years, domestic violence treatment.",2008,OffSeason,4,21,Monday
248,TB,Buccaneers,Tampa Bay Buccaneers,Tampa Bay,NFC,South,Jerramy Stevens,TE,Tight End,O,Drugs,Drugs,"Pulled over and cited for possession of marijuana, of which 38 grams were found in the car.",Resolution undetermined. Cut by team two days after arrest.,2010,InSeason,10,23,Saturday
462,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Jerramy Stevens,TE,Tight End,O,DUI,DUI,"Pulled over in Scottsdale, Ariz., accused of extreme drunken driving, marijuana possession. Blood-alcohol measured at .204.","Guilty on three counts, 12 days in jail, $3,160 in fines.",2007,OffSeason,3,13,Tuesday
667,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Jerramy Stevens,TE,Tight End,O,DUI,DUI,"Pulled over in Medina, Wash., for rolling through a stop sign, accused of drunk driving. Blood-alcohol measured at .14.","Pleaded guilty to reckless driving, two days in jail, 25 hours of community service, $1,000 fine.",2003,OffSeason,4,3,Thursday
523,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Wayne Hunter,OT,Offensive Tackle,O,Assasult,Assault / Battery,"Police said Hunter and his brother got into a scuffle at a sports bar, knocked over a table and slammed a man down.",Resolution undetermined. Released by team later that week.,2006,OffSeason,5,13,Saturday
654,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Wayne Hunter,OT,Offensive Tackle,O,Domestic violence,Domestic Violence,"Accused of assaulting his pregnant girlfriend, who had been carrying for eight months.",Diversion program. Domestic-violence counseling.,2003,OffSeason,7,15,Tuesday
532,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Bryce Fisher,DE,Defensive End,D,Domestic violence,Domestic Violence,Accused of twisting his wife's arm behind her back in a dispute.,Charge dropped.,2006,OffSeason,4,11,Tuesday
544,SEA,Seahawks,Seattle Seahawks,Seattle,NFC,West,Sean Locklear,OT,Offensive Tackle,O,Domestic violence,Domestic Violence,Accused of grabbing his girlfriend in dispute after getting upset with her for dancing with another man at a club.,"Diversion program, community service.",2006,OffSeason,1,15,Sunday
28,CHI,Bears,Chicago Bears,Chicago,NFC,North,Tim Jennings,CB,Cornerback,D,DUI,DUI,Pulled over for allegedly driving 99 mph in 65-mph zone in Georgia. Accused of drunken and reckless driving.,"Pleaded guilty to reckless driving, one year of probation, 40 hours community service, $1,050 in fines.",2015,OffSeason,1,7,Wednesday
55,CHI,Bears,Chicago Bears,Chicago,NFC,North,Cornelius Washington,DE,Defensive End,D,License,License / Traffic,"Pulled over for speeding, accused of driving with a suspended license in Georgia.",Paid fines.,2014,OffSeason,6,20,Friday
62,CHI,Bears,Chicago Bears,Chicago,NFC,North,Josh Morgan,WR,Wide Receiver,O,Assault,Assault / Battery,"Accused of simple assault, punching another man outside of a nightclub in Washington, D.C.",Diversion program. Charge to be dropped after doing 32 hours of community service.,2014,OffSeason,4,27,Sunday
83,CHI,Bears,Chicago Bears,Chicago,NFC,North,Henry Melton,DT,Defensive Tackle,D,"Assault, alcohol",Assault / Battery,"Accused of public intoxication and attacking a man at a bar in Grapevine, Texas.",Charge dropped at bar owner's request.,2013,InSeason,12,22,Sunday
108,CHI,Bears,Chicago Bears,Chicago,NFC,North,Evan Rodriguez,FB,Fullback,O,DUI,DUI,Arrested for drunken driving after getting pulled over at 3:30 a.m.,Resolution undetermined. Released by team month after arrest.,2013,OffSeason,5,31,Friday
125,CHI,Bears,Chicago Bears,Chicago,NFC,North,Evan Rodriguez,FB,Fullback,O,Resisting arrest,Other,Accused of disorderly intoxication and resisting arrest after traffic stop in Miami.,Charges dropped.,2013,OffSeason,3,21,Thursday
183,CHI,Bears,Chicago Bears,Chicago,NFC,North,J.T. Thomas,LB,Linebacker,D,Drugs,Drugs,Pulled over for going wrong way on one-way street. Police say they found marijuana.,Resolution undetermined.,2012,OffSeason,2,13,Monday
191,CHI,Bears,Chicago Bears,Chicago,NFC,North,Sam Hurd,WR,Wide Receiver,O,Drugs,Drugs,Accused of accepting a kilogram of cocaine from undercover officer and trying to set up drug distribution network.,Pleaded guilty to conspiracy to possess drugs with intent to distribute. Awaiting sentence.,2011,InSeason,12,14,Wednesday
216,CHI,Bears,Chicago Bears,Chicago,NFC,North,Garrett Wolfe,RB,Running Back,O,Theft,Theft / Burglary,"Accused of refusing to pay bill at Miami nightclub, resisting arrest and assaulting police.",Charges dropped.,2011,OffSeason,5,22,Sunday
300,CHI,Bears,Chicago Bears,Chicago,NFC,North,Lance Louis,OT,Offensive Tackle,O,Assault,Assault / Battery,Charged with assault after beating a teammate in a meeting room while enrolled at San Diego State in November of 2008.,"Pleaded guilty to misdemeanor battery, 40 hours of community service, 12 hours anger management, three years probation.",2009,InSeason,10,13,Tuesday
428,CHI,Bears,Chicago Bears,Chicago,NFC,North,Lance Briggs,LB,Linebacker,D,Reckless driving,License / Traffic,Accused of crashing his Lamborghini into pole and leaving the scene of the accident. His car was discovered around 3:15 a.m.,"Pleaded guilty, one year court supervision, 120 hours community service.",2007,OffSeason,8,27,Monday
439,CHI,Bears,Chicago Bears,Chicago,NFC,North,Terry Johnson,DT,Defensive Tackle,D,DUI,DUI,"Pulled over in Arizona for going 40 mph in a 25-mph zone, accused of being impaired ""to the slightest degree.""",Charge dropped after blood-alcohol content measured 0.72. Team released him three days after arrest.,2007,OffSeason,6,22,Friday
476,CHI,Bears,Chicago Bears,Chicago,NFC,North,Terry Johnson,DT,Defensive Tackle,D,Guns,Gun,"In police raid, police found six unregistered guns, which they said violated his previous probation stemming from a previous gun charge.","Guilty of probation violation, served two months in jail, $2,500 fine. Suspended by NFL.",2006,InSeason,12,14,Thursday
540,CHI,Bears,Chicago Bears,Chicago,NFC,North,Terry Johnson,DT,Defensive Tackle,D,Assault,Assault / Battery,"Accused of aggravated assault, threatening police and resisting arrest at nightclub in Chicago.",Charges dropped.,2006,OffSeason,2,12,Sunday
574,CHI,Bears,Chicago Bears,Chicago,NFC,North,Terry Johnson,DT,Defensive Tackle,D,Gun,Gun,Police found a loaded 9mm gun in his car he was driving outside a nightclub.,"Pleaded guilty to gun charge, $2,500 fine, 18 months of probation, 40 hours of community service.",2005,OffSeason,6,11,Saturday
505,CHI,Bears,Chicago Bears,Chicago,NFC,North,John Gilmore,TE,Tight End,O,Drugs,Drugs,"Accused of refusing to leave bar in Chicago. After his arrest, police said they discovered marijuana.",Resolution undetermined.,2006,OffSeason,7,22,Saturday
528,CHI,Bears,Chicago Bears,Chicago,NFC,North,Ricky Manning,CB,Cornerback,D,Assault,Assault / Battery,Accused of beating man at a Denny's restaurant near the UCLA campus.,"Pleaded no contest, 100 hours of community service, three years of probation. NFL one-game suspension.",2006,OffSeason,4,23,Sunday
591,CHI,Bears,Chicago Bears,Chicago,NFC,North,David Terrell,WR,Wide Receiver,O,Violating court order,Other,Accused of showing up four hours later to his court date on license and traffic violations.,"Pleaded guilty to driving on a suspended license, six months of probation, $1,050 fine.",2005,OffSeason,1,21,Friday
